Party,2014,2012,2010
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,No,Answer/report not provided,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,No,No,No
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,No,No,No
Slovenia,Yes,Yes,Yes
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,No,Answer/report not provided,Answer/report not provided
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,No
Tonga,Yes,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Yes,Yes,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,No,Answer/report not provided
Ukraine,No,Answer/report not provided,Answer/report not provided
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,Answer/report not provided,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
