Party,2014,2012,2010
Congo,Answer/report not provided,Nayant pas dinformations nous souhaitons avoir un appui pour pouvoir réaliser une enquête nationale qui prendra en compte toutes les informations possibles telle que la consommation du tabac sniffé ou autres etc.,Answer/report not provided
Cook Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
Costa Rica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,Answer/report not provided,Answer/report not provided,Answer/report not provided
Croatia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cyprus,Answer/report not provided,Answer/report not provided,Answer/report not provided
Czech Republic,This report was completed by the Ministry of Health in close cooperation with other relevant ministries and the Office of the Government of the Czech Republic (coordinated within the newly established inter-ministerial working group on problems of complex protection against damages caused by tobacco) and with other stakeholders including the National Public Health Institute and nongovernmental organizations (e.g. The Society for Treatment of Tobacco Dependence the Czech Coalition against Tobacco the Association for Addiction Medicine of the Czech Medical Association of J. E. Purkyne The Clinic of Addictology of 1st Faculty of Medicine and General Teaching Hospital Charles University Prague),Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,More detailed information on the smoking prevalence in Denmark is available (in Danish) at:http://sundhedsstyrelsen.dk/da/sundhed/planlaegning-og-beredskab/kommuner/~/media/8538E83A23B64880B3960909F85FED4D.ashx,Answer/report not provided,Answer/report not provided
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Fortalecer la coordinación y apoyo técnico por parte de la Secretaría del CMCT y OMS. en especial con los países de ingresos medianos y bajos.,Es necesrio una mayor coordinación y apoyo desde la secrearia del CMCT especialmente con los países de menos ingresos económicos.,Answer/report not provided
Egypt,Answer/report not provided,Answer/report not provided,Answer/report not provided
El Salvador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them.,The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them.,The European Union (EU) is a Party to the FCTC since 30 June 2005. Due to its nature as a regional economic integration organisation the EU only reports on matters which are regulated at EU level on non-binding EU recommendations on activities carried out at EU level or on data which have been collected at EU level. EU legislation exists for example on tobacco product regulation tobacco advertising and tobacco excise duties. Other areas for example smoke free environments cessation aids education fall mainly into the responsibility of the individual EU Member States which are Parties to the FCTC and are reported by them.
Fiji,Answer/report not provided,Answer/report not provided,Answer/report not provided
Finland,Answer/report not provided,Answer/report not provided,Answer/report not provided
France,La France prépare dans le cadre du troisième plan cancer un programme national de réduction du tabagisme qui devrait être finalisé en 2014,Answer/report not provided,Answer/report not provided
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,It will be very useful if a simple tool with set of indicators can be made available to parties to track and measures economic and social impact of Tobacco use.,"Acknowledgement:
We express our gratitude to the following for their continuous support and guidance: Tibor Szilagyi Divine Logo WHO Ghana Office Fredrick Ghartey",Answer/report not provided
Greece,Answer/report not provided,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Para el IHADFA. siendo que su origen jurídico es constitucional. y es una institución autónoma del Estado de Honduras. cuyos objetivos son: la investigación. la prevención. el tratamiento y la rehabilitación de las personas afectadas y sus familiares. por el consumo de sustancias que generan adicción como la nicotina. es un asunto imperativo atender toda iniciativa encaminada al mejoramiento de la salud y dicha población desde su entorno familiar. para generar individuos socialmente adaptados. productivos a la economía nacional y reinsertados a la sociedad hondureña.,Urge un apoyo en todos los aspectos anteriormente mencionado para que el IHADFA pueda contar con datos que se menciuonan en esta encuesta para velar por el cumplimiento total que se plantea en el Conevnio Marco.,Urge un apoyo en todos los aspectos anteriormente mencionado para que el IHADFA pueda contar con datos que se menciuonan en esta encuesta para velar por el cumplimiento total que se plantea en el Conevnio Marco.
Hungary,Answer/report not provided,Answer/report not provided,The present economic crisis influences in a negative way not only human and financial resource problems also results in the increase of tobacco consumption.
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iran (Islamic Republic of),Answer/report not provided,There is no special place for e-cigarttes. In Iran we banned this product,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,The current inflow of donor agencies is interfering with coordination at country level and is threatening the cohesion Parties have established in the years past. It is also important to require donors to declare what they have contributed to Parties and the outcome measured and reported by Parties as well as Donors.,Answer/report not provided,Answer/report not provided
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lebanon,An important issue to highlight is the need for financial support for bodies such as the National Tobacco Control Program. In our case for example. the ending of an international grant in 2013 meant that most of our activities in tobacco control that involve additional costs were limited. It is necessary to highlight the need for sustainable funding and support. whether from international bodies or through the state.,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,COLLABORATION INTERMINISTERIELLE ET AVEC D’AUTRES PARTENAIRES INTERNATIONAUX ET ONG,Surveillance de la consommation du tabac à chiquer,Surveillance du tabac à chiquer local
Malaysia,Tobacco to be excluded in any free trade agreement,Answer/report not provided,Answer/report not provided
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,Answer/report not provided,None
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mexico,Answer/report not provided,"En el mediano plazo la Secretaría de Salud a través del Centro Nacional para la Prevención el Control de las Adicciones habrá de consolidar un sistema de monitoreo del impacto de las políticas públicas para el control del tabaco de acuerdo a lo establecido en la estrategia MPower que la Organización Mundial de la Salud desarrolló para la implementación del CMCT. 
Este sistema de monitoreo permitirá conocer con oportunidad el comportamiento de la epidemia del tabaquismo a nivel nacional regional estatal y municipal y su prevalencia por género y grupos de edad entre otros. Así mismo será determinante para medir el impacto de las políticas públicas para el control del tabaco aportando información relativa a los volúmenes y el comportamiento de la producción importación y exportación de los productos del tabaco y de la hoja del tabaco; la participación del mercado legal e ilegal de los productos del tabaco; la morbi-mortalidad y los costos asociados a la atención médica de las enfermedades asociadas al consumo de estos productos; entre otros.",Answer/report not provided
Micronesia (Federated States of),There is a need to consider the funding mechanism for the underdeveloped and countries in economic transition to empower and provide consistent coordination monitoring and enforcement of the FCTC implementation in FSM.,There is a need to consider the funding mechanism for the underdeveloped and countries in economic transition to empower and provide consistant coordination monitoring and enforcement of the FCTC implemention in FSM.,Answer/report not provided
Mongolia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Montenegro,We consider it necessary to work on capacity building for implementation of the FCTC.,We consider it necessary to work on capacity building for implementation of the FCTC.,We consider it necessary to work on capacity building for implementation of the FCTC.
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,In April 2010 there will be conducted a capacity assessment together with WHO/TFI based on FCTC and MPOWER with the emphasis on the following topics: Smoking cessation smoke free policies campaigns/communication and management.
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Answer/report not provided,Would request sustained WHO support to carry us through implementation of those articles not addressed in RPPL 8-27.,Would have like sustained WHO support to carry us through implementation
Panama,Answer/report not provided,ver dodumento anexo,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,The surface cultivated with tobacco: 952 ha; the tobacco leaf production: 1400 tonnes,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,The decision on labeling of tobacco products establishing the requirement to report is not accepted at the national level and through the development of the Technical Regulations of the Customs Union,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Decree n. 52 may 8th 2013 contains provisions on electronic cigarettes; electronic cigarettes cannot be sold to minors of 18 years and are subject to the same regulations on use of tobacco smoking products.,Priorities on reducing tobacco smoke are contained in Guidelines for health plan (pages 8 11 13 14 27 32) see attched document,Priorities on reducing tobacco smoke are contained in Guidelines for health plan (pages 8 11 13 14 27 32) see attched document
Sao Tome and Principe,Answer/report not provided,Creating guidelines on and treatment of tobacco dependence and on the other hand continuity of research in this area.,Answer/report not provided
Saudi Arabia,Answer/report not provided,"Four decisions were issued in 2011-2012 in the Kingdom. These are as follows: 
1 - prohibit the sale of tobacco products to minors 
2 - ban the marketing and sale of electronic cigarette 
3 - prohibition of all forms of smoking in the Kingdom 
4 - start the work concerning the application of pictorial warnings on tobacco packs.",Answer/report not provided
Senegal,L’instrument de notification nous parait très approprié.,Answer/report not provided,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Answer/report not provided,It will be imprortant to have models of regulations that can help drafting the same in relation to Seychelles tobacco legislation. In the same line it will be improtant to have international experts to assist indeveloping these regulations and any assistance from FCTC and/or WHO and/or other institutions will be welcome.
Sierra Leone,The Ministry of Health and Sanitation is committed to ensuring that Sierra Leone will promote implementation of the convention in the relevant bilateral and multilateral forum but decisive actions is yet to be seen.,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,We have just passed our Tobacco Control Act 2010 a major step forward is the implementation of the FCTC and regulations to guide this Act is currently under developement pending cabinet approval,We have just passed our Tobacco Control Act 2010 a major step forward is the implementation of the FCTC and regulations to guide this Act is currently under developement pending cabinet approval
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,Hay que tener en cuenta que el sistema político de España es descentralizado y la mayoría del control del tabaco y en particular los planes y programas se desarrollan a nivel de las comunidades autónomas.,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,There is also a clear lack of specific data on the smoking prevalence in relation to smokeless tobacco products among the adult population and that obvioulsy impacts negatively to the completeness of our report in so far as that category is concerned. I guess there has to be some kind of prioritization of the issue and capacity building as well.,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,"Answers paragraph 2-8-3: 
1 - tobacco products who do not smoke: 
A - Product filter cigarettes: There are five kinds of taxes: 
 1 - Tax quality: value of 5705 Syrian pounds kilogram-based tobacco factory 
 2 - value added tax: 33% rate the basis of the retail price 
 3 - tax net profit: average of 35% the basis of net profit. 
 4 - tax consumer spending: average of 15% based for imports: Price 
  Import and customs duties the basis for local production: the retail price. 
 5 - customs duties: an average 23.5% the basis of which the import price. 
2 - Products Smokeless tobacco: Not common in Syria. 
3 - other tobacco products: a tobacco Alorkilp. The types of tax rate or value and the tax base is the same as mentioned above for the cigarette filter."
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,Answer/report not provided,Pas de Véhicule et de moyens logistiquespour le Programme National de Lutte Anti-TabaC au Togo
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Seemed to be all considered in this report,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,Tobacco companies are very influential and if we are not careful we can contradict any signatories to the WHO Framework Convention on Tobacco Control.,Answer/report not provided
Venezuela,"Para consultar y verificar los documentos. estudios y soportes de este informe se presentan las siguiente páginas web:
www.mpps.gob.ve
www.sacs.mpps.gob.ve 
www.seniat.gov.ve
www.ona.gob.ve
www.inhrr.gob.ve
www.pgr.gob.vewww.fundaribas.gob.ve",Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Company owns British American Tobacco BAT more than 90% of the sales of the Yemeni market the parent company of local cigarette production factories of the three in Yemen. The company regardless of the amount of 3.000 riyals per carton (containing 500 cans / PACT) will be confiscated and destroyed as an incentive for the physical entity or organization that set the smuggled cigarettes.,Answer/report not provided
