Party,2014,2012,2010
Kazakhstan,No,No,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,No
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Yes,Yes,Yes
Lebanon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lesotho,No,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,No,No,No
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,No,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,No,Yes
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Answer/report not provided
Mexico,Yes,Yes,Yes
Micronesia (Federated States of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Mongolia,No,No,No
Montenegro,Answer/report not provided,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Yes,Yes,Yes
Oman,No,No,No
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,No,No,Answer/report not provided
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Answer/report not provided,Yes,Yes
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,Answer/report not provided,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Yes,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Yes,Answer/report not provided
Sao Tome and Principe,No,Answer/report not provided,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Yes,Yes,Yes
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,No
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Yes,Answer/report not provided,Answer/report not provided
Tunisia,No,No,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,No,Yes,Yes
United Arab Emirates,Yes,Answer/report not provided,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,Answer/report not provided,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
