Party,2014,2012,2010
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Yes,Yes,Yes
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,No,Yes,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Yes,Answer/report not provided,No
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Yes,No,Yes
Mongolia,Answer/report not provided,Yes,Yes
Montenegro,Answer/report not provided,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Yes,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Yes,No,Answer/report not provided
Panama,Answer/report not provided,Answer/report not provided,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,Answer/report not provided,Yes,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,Yes,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Yes,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Yes,Yes
Sao Tome and Principe,Answer/report not provided,No,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Yes,No
Sierra Leone,Answer/report not provided,Yes,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Yes,Yes,Yes
Solomon Islands,Yes,Answer/report not provided,Answer/report not provided
South Africa,Yes,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,Answer/report not provided,No
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,No
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Yes,Yes,Answer/report not provided
Ukraine,No,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
