Party,2014,2012,2010
Canada,Funding for the validation of the analytical chemical methods for testing and measuring cigarette contents and emissions is currently under consideration.,Answer/report not provided,n/a
Central African Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chad,Answer/report not provided,Answer/report not provided,Answer/report not provided
Chile,Answer/report not provided,Answer/report not provided,Answer/report not provided
China,Answer/report not provided,Answer/report not provided,Answer/report not provided
Colombia,"Se espera fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto. mediano y largo plazo.
Así mismo. se pretende gestionar alianzas en investigación en temas claves como: cultivos. publicidad de productos de tabaco. indicadores sociales y económicos sobre la producción de tabaco. seguimiento y monitoreo.
De igual forma. se espera fortalecer la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco. así como la capacidad para hacer inspección. vigilancia y control de la implementación de la política.
Finalmente. se espera desarrollar las alianzas necesarias para el fortalecimiento de las capacidades del Ministerio frente a los desarrollos jurídicos en control de tabaco.","Se solicitó la misión de evaluación de necesidades por parte de la Secretaría del Convenio Marco para el Control de Tabaco para identicar las necesidades prioritarias del país con el fin de fortalecer la implementación de la política de control integral de tabaco en Colombia.
En el marco de lo anterior se espera fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto mediano y largo plazo.
Se espera además gestionar la asistencia y asesoría técnica para fortalecer el proceso de evaluación de empaquetado y etiquetado de productos de tabaco y los lineamientos sobre prohibición total de publicidad promoción y patrocinio. 
Asimismo se pretende gestionar alianzas en investigación en temas claves como: cultivos publicidad de productos de tabaco indicadores sociales y económicos sobre la producción de tabaco seguimiento y monitoreo.
De igual forma se espera fortalecer la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco así como la capacidad para hacer inspección vigilancia y control de la implementación de la política.
Finalmente se espera desarrollar las alianzas necesarias para el fortalecimiento de las capacidades del Ministerio frente a los desarrollos jurídicos en control de tabaco.",Answer/report not provided
Comoros,Answer/report not provided,Answer/report not provided,nous souhaiterions avoir de laide sur la formation des agents de santé et les etudiants infirmiers et sages femmes sur le danger du tabac; la prise en charge et la prevention du tabac. Il serait important aussi davoir une aide pour soutenir lOng antitabac dans ses actions de sensibilisation pour quil devient un partenaire de premier plan pour la lutte antitabac enfin une aide pour sensibiliser la population sur la convention cadre de loms pour la lutte antitabac et la sensibilisation et la publication de la nouvelle loie antitabac les acteurs de la lutte antitabac doivent avoir une formation sur le domaine de la prevention de laccompagnement de soutient psychologique….
Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cook Islands,Answer/report not provided,Financial assistance to conduct ongoing adult smoking surveys and technical assitance in analysis the data onec surveys are conducted.Unfortunately MOH Cook Islands cannot provide funding assistance in any way to other agencies.,Financial assistance for implementing the project - taking the GYTS data and prevention programes to most schools on Rarotonga from WHO
Costa Rica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Côte d'Ivoire,Answer/report not provided,"Une aide financière ou technique est souhaitée pour:
- la finalisation du processus dadoption de la loi nationale antitabac;
- la mise en place dunités de prise en charge des sujets dépendants à la nicotine dans cinq grandes régions du pays;
- le renforcement des capacités du personnel du PNLTA en addictologie en particulier et en général dans les différents aspects de la problématique du tabagisme ;
- laugmentation significative des ressources matérielles (matériel informatique matériel roulant…) pour assurer notamment le suivi évaluation des différentes activités du PNLTA",Answer/report not provided
Croatia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Cyprus,The provision of technical scientific and other expertise to strengthen national tobacco control strategies plans and programmes. Training of health workers for the treatment of nicotine addiction. Technical assistance on introducing a surveillance system on tobacco control. Provision of the necessary material equipment and supplies as well as logistic support for tobacco control strategies plans and programmes. Promotion of research.,"Technical assistance on introducing and implementing a comprehensive national tobacco control strategic plan.
Technical assistance on introducing a surveillance system on tobacco control
Financial assistance on training of health professionals in tobacco control issues generally and in treatment of nicotine dependence specifically","Technical assistance on introducing and implementing a comprehensive national tobacco control strategic plan.
Technical assistance on introducing a surveillance system on tobacco control
Financial assistance on training of health professionals in tobacco control issues generally and in treatment of nicotine dependence specifically"
Czech Republic,"World Health Organization under Biennial Collaborative Agreement between the Ministry of Health of the Czech Republic and the Regional Office for Europe of WHO (2012 – 2013) – technical and financial assistance to implement a cross-cutting study (survey) of representative population sample 15+ for the Czech Republic focused on tobacco (and alcohol) consumption in 2012 (Report available on-line: http://www.szu.cz/uploads/documents/czzp/zavislosti/koureni/2013/GYTS_Country_Report_Czech_Republic_2012.pdf)
CDC Foundation - providing financial support to the above mentioned survey on tobacco use in 2012 as well. 
The Regional Office for Europe of WHO and the United States Centers for Disease Control and Prevention (CDC) - providing technical and financial support to the National Institute of Public Health in Prague to participate in the 2011 Global Youth Tobacco Survey (GYTS) and the 2011 Global Health Professions Students Survey (GHPSS). 2011 GHPSS and GYTS findings in the Czech Republic available on-line: http://www.szu.cz/tema/podpora-zdravi/studie-ghpss-2007 
Etc.",Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Answer/report not provided,Answer/report not provided,Answer/report not provided
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Más allá de haber recibido apoyo de varias organizaciones y de Uruguay. es necesario la asesoría y apoyo económico para la implementación plena del CMCT en algunos tópicos críticos. en los que no hay progresos importantes.,"Asesoría y apoyo económico para la implementación de las clínicas de cesación tabáquica.
Apoyo económico para realizar estudios de impacto de la implementación de la Ley Orgánica para la Regulación y Control del Tabaco y estudios.
Asesoría en la implementación de campañas de sensibilización y educación a través de las nuevas técnologías de información y comunicación",Answer/report not provided
Egypt,Answer/report not provided,Answer/report not provided,Answer/report not provided
El Salvador,Carga económica de las enfermedades crónicas no transmisibles vinculadas al consumo crónico de tabaco,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Answer/report not provided,Answer/report not provided,Answer/report not provided
Finland,Answer/report not provided,Answer/report not provided,Answer/report not provided
France,Answer/report not provided,La France participe à des actions de coopération internationales par le biais des associations que les pouvoirs publics (dont lINCa) financent à cette fin.,La France participe à des actions de coopération internationale par le biais des associations que les pouvoirs publics (INCa) financent à cette fin.
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Capacity building in the area of tobacco control,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Will like to receive both financial and technical assistance to conduct the surveys listed under 3.4.3.5,Answer/report not provided,Answer/report not provided
Greece,Answer/report not provided,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Se considera importante la promoción de la aprobación de una Ley que permita la implementación del CMCT,Se presentó un proyecto para ejecutarse con apoyo financiero del Secretariado a través del cual se implementará el artículo 12 del CMCT.,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Si procede cualquier tipo de asistencia financiera. para llevar a cabo los estudios especializados que señala este instrumento. así mismo. la asistencia técnica para homogenizar los instrumentos de investigación (encuestas) según cada estudio en particular señalados en el presente instrumento,Si procede y todo tipo de cooperacion tecnica logistica o economica es bienvenida sin embargo no se ha recibido ninguna hasta el momento.,Si procede y todo tipo de cooperacion tecnica logistica o economica es bienvenida sin embargo no se ha recibido ninguna hasta el momento.
Hungary,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iran (Islamic Republic of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kiribati,Assistance needed under Research in terms of financing.,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Financial ans technical assistance needed are: capacity building necessary legal document development and implementation law expertises on tobacco taxation and Health Promotion Fund,Answer/report not provided
Latvia,State and international funding for implementation of various prevention activities in order to provide information about the harm of smoking to motivate people to quit.,Answer/report not provided,Answer/report not provided
Lebanon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Answer/report not provided,Aide financière et téchnique sur le renforcement de la capacité en Matiere de lutte Antitabac
Malaysia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,"La participation au forum ; conférence et réunions 
Appui à ALUTAS pour l’enquête de pauvreté.","Participation de nombre important de personnes à la conférence des parties 
Appui à ALUTAS (Association de Lutte contre le Tabac Stupéfiants et Alcool) pour une étude sur les déterminants socio-économiques.",Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,The Marshall Islands will need TA for training of staff on developing ads discouraging smoking and so on.,Marshall Islands will need more training on tobacco cessation methods; and also on Health Education on Tobacco.
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Urgent assistance for the training of health personnel to run smoking cessation clinics based on behavioural and drug therapies.
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Mongolia,WHO and Health Promotion Fund of Mongolia,Answer/report not provided,Answer/report not provided
Montenegro,Exchange of experience training expert assistance in the development and improvement plans programs strategies promotional materials development of resources for monitoring the implementation of activities etc.,Exchange of experience training expert assistance in the development and improvement plans programs strategies promotional materials development of resources for monitoring the implementation of activities etc.,Exchange of experience training expert assistance in the development and improvement plans programs strategies promotional materials development of resources for monitoring the implementation of activities etc.
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,FCTC Needs Assessment,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,Waiting to receive technical and financial support to conduct research of tobacco use among adults (GATS).,Wait to provide technical and financial support for research of tobacco use among adults GYTS,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,None under consideration at this time,Article 6: Price and Tax Measures to Reduce the Demand for Tobacco; Article 15: Illicit Trade in Tobacco Products; Article 18: Protection of the Environment and the Health of Persons,Answer/report not provided
Panama,"Panamá apoyará financieramente dos talleres en la Región de las Américas durante el año 2014:
Taller Regional: política pública de prohibición de publicidad. promoción y patrocinio de los productos de tabaco. Mayo de 2014
Reunión Regional de preparación para la COP 6 y para impulsar la ratificación del Protocolo para la Eliminación del Comercio Ilícito de Productos de Tabaco. II semestre 2014.",A pesar de que hemos recibido asistencia nos interesa disponer de asistencia técnica y financiera para la aplicación de las medidas contenidas en los artículos 9 y 10 del FCTC; así como para el desarrollo de un sistema de rastreo y seguimiento de productos de tabaco.,A pesar de que hemos recibido asistencia nos interesa disponer de asistencia técnica y financiera para la aplicación de las medidas contenidas en los artículos 9 y 10 del FCTC; así como para el desarrollo de un sistema de rastreo y seguimiento de productos de tabaco.
Papua New Guinea,There are needs for effective tobacco control and cessation program. This need to be covered in our strategic plan. The team will communicate once we brainstorm.,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,desarrollo transferencia adquisición de tecnologia conocimientos aptitudes capacidad y competencia técnica relacionados con el control del tabaco así como programas de formación apropiados para el personal pertinente según lo dispuesto en el artículo 12 del CMCT,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Discussions are ongoing concerning implementation of a Global Adult Tobacco Survey (GATS) in the Republic of Moldova in 2012 or 2013.,Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,no assistance required,no assistance required
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Les acteurs de la société civile ont sollicité la fondation Bloomberg pour le finacement dactivités de plaidoyers pour accompagner ladoption du projet de loi en cours au Sénégal,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,negotiating assistance from the SPC and WHO and Mathew & Allan Clark,negotiating assistance from the SPC and WHO and Mathew & Allan Clark
South Africa,Answer/report not provided,Bloomberg funding for training of Environmental Health Practitioners and Health promotion workers.,We would like to do the Global Adult Tobacco Survey (GATS) if we could get financial assistance
Spain,Answer/report not provided,Answer/report not provided,Ninguna en este momento
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Assistance to build capacity in the strenghtening of national tobacco strategies plans and programmes.,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,In order to evaluate the results of the measures according to the legislation the financial support from WHO and other UN organization (UNICEF UNFPA IDR.) is required in order to repeat the researches - HBSC GYTS or new research on representation of smoking among adults from 15 years and more.,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Develop plans for monitoring and evaluation activities to combat tobacco smoking.,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Assistance needed under Research in terms of financing.,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,"Ministry of Health in the period January- March 2013 together with the concerned ministries and departments worked the feasibility of ratification by the Republic of Uzbekistan to the Protocol to eliminate illicit trade in tobacco products . which application the WHO Framework Convention on Tobacco Control . To address this issue. the Ministry of Health analyzed and an analytical report assessing the potential financial and economic consequences of ratification '' of the Protocol to eliminate illicit trade in tobacco products WHO Framework Convention on Tobacco Control .'' To prove the relevance of the illicit trade in tobacco products in Uzbekistan shows estimates of the extent of illegal import and export of tobacco products. Due to the fact that these are indirect evidence of the relevance of the illicit trade in tobacco products. the government does not take concrete steps .
Based on the foregoing . we consider it advisable to conduct a study on cross-border in Uzbekistan and states the amount of the illicit import. export and trade of tobacco products and the financial and economic implications . The data obtained contribute to the adoption of concrete steps for the ratification / accession '' protocol to eliminate illicit trade in tobacco products WHO Framework Convention on Tobacco Control .'' In addition. the data obtained allow to argue appropriateness increased excise taxes on cigarettes .",Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,FCTC secretariate to assist implementation of current Tobacco legislation in vanuatu,Answer/report not provided
Venezuela,Fortalecimiento de la capacidad analítica de los componentes físico químico  de los laboratorios nacionales para el analisis de los productos del tabaco (fumados. no fumados y productos novedosos de liberación de nicotina ej. cigarrillo electrónico,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Still the tobacco control program needs further assistance in the development and acquisition of technology knowledge skills abilities and experiences related to tobacco control and the provision of technical scientific legal and other in order to promote strategies and national plans and programs for tobacco control as well as supporting training programs or outreach workers specialists and the provision of materials equipment and supplies needed to side logistical support for the strategies plans and programs for tobacco control and support research to increase the affordability of comprehensive treatment of nicotine addiction.,We need to train the cadres (staff) at the central and peripheral in all governorates of Yemen as well as logistical support for tobacco control units in all the provinces (22),Answer/report not provided
