Party,2014,2012,2010
Kazakhstan,Answer/report not provided,No,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,Yes,Answer/report not provided
Lebanon,Yes,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Yes,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Yes,Yes,Yes
Madagascar,Yes,Yes,Yes
Malaysia,Yes,Yes,Yes
Maldives,Yes,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,Yes,Yes
Marshall Islands,Answer/report not provided,Answer/report not provided,No
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Yes,Yes,Yes
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Yes,Yes,Yes
Mongolia,Yes,No,No
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Yes,Yes,Answer/report not provided
Niger,Answer/report not provided,Yes,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Yes,Yes,Yes
Oman,Answer/report not provided,No,No
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Answer/report not provided,Yes,No
Panama,Yes,Yes,Yes
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Yes,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Yes,Yes,Yes
Republic of Korea,Answer/report not provided,Answer/report not provided,No
Republic of Moldova,Yes,Answer/report not provided,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Yes,Yes
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Yes,Answer/report not provided,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Answer/report not provided
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,Yes,No,No
South Africa,Yes,Yes,Yes
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,No,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,No
Tonga,Yes,No,No
Trinidad and Tobago,Yes,Yes,Yes
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,Yes,Yes,Answer/report not provided
