Party,2014,2012,2010
Mauritania,Answer/report not provided,No,Answer/report not provided
Mauritius,Yes,Yes,Answer/report not provided
Mexico,Yes,No,Answer/report not provided
Micronesia (Federated States of),Yes,Yes,Answer/report not provided
Mongolia,No,Yes,Answer/report not provided
Montenegro,No,No,Answer/report not provided
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,Answer/report not provided
New Zealand,Yes,Yes,Answer/report not provided
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,Answer/report not provided
Norway,No,No,Answer/report not provided
Oman,No,No,Answer/report not provided
Pakistan,No,No,Answer/report not provided
Palau,No,Yes,Answer/report not provided
Panama,No,No,Answer/report not provided
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,No,No,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,Yes,Answer/report not provided
Qatar,Yes,Yes,Answer/report not provided
Republic of Korea,Yes,Yes,Answer/report not provided
Republic of Moldova,Yes,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,Answer/report not provided
Sao Tome and Principe,Yes,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,No
Seychelles,No,No,Answer/report not provided
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,Yes,Answer/report not provided
Slovakia,Yes,Yes,Answer/report not provided
Slovenia,No,No,Answer/report not provided
Solomon Islands,No,No,No
South Africa,No,No,Answer/report not provided
Spain,No,Yes,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,No,No,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,No,No,Answer/report not provided
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Answer/report not provided
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,No,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Answer/report not provided
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,Yes,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Yes,Answer/report not provided,Answer/report not provided
United Kingdom,Yes,Yes,Answer/report not provided
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,No,No,Answer/report not provided
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,No,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,No,Answer/report not provided
Yemen,Yes,Yes,Answer/report not provided
