Party,2014,2012,2010
Czech Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Answer/report not provided,Answer/report not provided,Answer/report not provided
Djibouti,Answer/report not provided,suivre levolution du projet de mise en place dune usine de cigarettes en free zone,Answer/report not provided
Ecuador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Egypt,Answer/report not provided,Answer/report not provided,Answer/report not provided
El Salvador,Answer/report not provided,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Answer/report not provided,Answer/report not provided,Answer/report not provided
Finland,Answer/report not provided,Answer/report not provided,Answer/report not provided
France,Answer/report not provided,"Les mesures dans le domaine environnemental existent mais elles concernent le tabac comme les autres cultures car elles ont une portée transversale. Elles ne sont donc pas propres au secteur du tabac
La culture de tabac bénéficie de lexpertise technique dun institut technique dédié qui promeut une culture de tabac respectueuse de lenvironnement mais aussi de la santé des producteurs. Des efforts importants ont été faits pour améliorer la qualité du tabac par la réduction du taux dalcanoïdes.",La culture du tabac bénéficie de lexpertise technique dun institut dédié qui promeut une culture du tabac respectueuse de lenvironnement mais aussi de la santé des producteurs. Des efforts importants ont été réalisés pour améliorer la qualité du tabac par la réduction dalcanoïdes.
Gabon,Answer/report not provided,"Au Gabon on na plus de culture du tabac commercialisée. La production est quasi inexistante et ne participa pas à la fabrication des cigarettes. La matière première utilisée dans la fabrication est importée.
Lusine de fabrication SOCIGA se trouve en plein quartier incommode la population qui craint pour sa santé mais lentreprise argue quelle ne brûle pas sa matière première pas de combustion donc pas de pollution…",Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Greece,Answer/report not provided,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Se contempla en la Ley Especial para el Control del Tabaco y su reglamentación que cuando procediere la destrucción de los productos derivados de tabaco. se adoptarán medidas adecuadas. utilizando métodos apropiados a la protección del medio ambiente,Answer/report not provided,Answer/report not provided
Hungary,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Answer/report not provided,3.4.1.2: In order to protect the environment from the environmental hazards of the plastic pouches used for packaging the smokeless tobacco/chewing tobacco (Gutkha) upon the directions of the Honble Supreme Court the Ministry of Environment through its notification dated 5th February 2011 has banned the use of plastic for packaging of smokeless/chewing tobacco.,Answer/report not provided
Iran (Islamic Republic of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,"A basic and compulsory set of environmental cross-compliance rules and specific agro-environmental measures are foreseen in the EU Common Agricultural Policy (CAP) in the Direct Payments and Rural development regulations since many years and helped to improve the environmental impact of agricultural activities with regard to all produces.
Information on good agricultural practices and on the use of correct work clothes gloves etc. and washing rules have been widely spread among the growers and the workers also through programs supported by the Ministry of agriculture food and forestry policies.",Answer/report not provided,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,·According to the Article 1 of the Ordinance of the Standard Measures for Users of Agricultural Chemicals the users of agricultural chemicals have responsibilities not to have adverse effects on the human health and the environment.,According to the Article 1 of the Ordinance of the Standard Measures for Users of Agricultural Chemicals the users of agricultural chemicals have responsibilities not to have adverse effects on the human health and the environment.
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lebanon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,Answer/report not provided,No further comments
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Answer/report not provided,NA,Answer/report not provided
Mongolia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Montenegro,Answer/report not provided,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Answer/report not provided,Answer/report not provided,Answer/report not provided
Panama,Answer/report not provided,Answer/report not provided,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,"El Ministerio del Ambiente viene implementando Planes de Mejora de la Calidad del Aire en ciudades priorizadas (31) del país. que incluye la promoción de la ampliación de cobertura de áreas verdes en ambientes urbanos y el control de cultivos que tienen un impacto sobre la calidad de del aire siendo entre ellos el tabaco
Además viene implementando los Estándares de Calidad Ambiental en zonas urbanas. lo cual contribuirá a reducir la exposición a agentes contaminantes atmosféricos de los cuales muchos están asociados a tabaco.",Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Anyone who throws away cigarette butts in any place other than a trashbin or uses any tobacco product in designated smoke-free areas shall be fined a maximum of KRW 30 000 by the Minor Offenses Act (Article 1).,Anyone who throws away cigarette butts in any place other than a trashbin or uses any tobacco product in designated smoke-free areas shall be fined a maximum of KRW 30 000 by the Minor Offenses Act (Article 1).
Republic of Moldova,Answer/report not provided,"A number of measures required under the 2007 Tobacco Act actually relate to the implementation of this article. Chapter II (Articles 3 to 5) of this law refer to the production and post-harvest processing of tobacco. With respect to tobacco growing and post-harvest processing reference is made to national standards concerning processing technologies which must be taken into account during the process. 
Agricultural inputs involved in tobacco growing are required to maintain and improve fertility of the soil and to only apply technologies which do not have a negative impact on the environment. Further only fertilizers and phyto-sanitary products registered in the country can be used. During the growing or processing of leaf tobacco standard rules of workers health protection and security should be respected. In this regard employment of minors and pregnant women is not allowed in growing harvesting or post-harvest processing of tobacco. 
Similar rules apply to industrial processing of tobacco including manufacturing of tobacco products (Chapter III of Tobacco Act articles 6 to 9). Again the law forbids employment of minors and pregnant women for manufacturing of tobacco products.",Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,No tobacco growing or manufacturesr in San Marino,No tobacco growing or manufacturesr in San Marino
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Le Togo nest pas exportateur de tabac et aucune marque na dusine au Togo,Le Togo nest pas exportateur de tabac et aucune marque na dusine au Togo,Answer/report not provided
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Oriental tobacco is the main tobacco product cultivated in Turkey. Since the use of fertilizer and pesticides is minimal and no irrigation has been used there is no bad effect on the environment and soil contamination. Tobacco growers have been informed on the usage of pesticides by firms. Based on a study carried out with tobacco growers among Ege and Celal Bayar Universities and TAPDK no tobacco green sickness case has been found. Since oriental tobacco has been dried after being harvested there is no need to use another energy resource and its adverse effect to the environment is limited. Moreover pesticides residues have been regulated by tobacco cultivation purchase and sale contractual arrangement tobacco products from the growers violating the mentioned regulation have not been purchased by the firms. Tobacco products not being purchased have been notified to TAPDK and since 2009 such a notification has not been received.,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,None,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
