Party,2014,2012,2010
Honduras,Answer/report not provided,Answer/report not provided,Answer/report not provided
Hungary,Answer/report not provided,86.26,78.9
Iceland,Answer/report not provided,60,Answer/report not provided
India,Answer/report not provided,55,55
Iran (Islamic Republic of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,78.3,78.51,78.51
Israel,Answer/report not provided,75.7,Answer/report not provided
Italy,76.53,Answer/report not provided,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Answer/report not provided,53,Answer/report not provided
Kazakhstan,24,12,Answer/report not provided
Kenya,52,Answer/report not provided,44
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,26,Answer/report not provided
Lao People's Democratic Republic,19.7,Answer/report not provided,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,99.67
Lebanon,Answer/report not provided,57,57
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,40,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,no figure provided
Luxembourg,70,70.626,70.5
Madagascar,73.50,80.34,Answer/report not provided
Malaysia,53,Answer/report not provided,48.8
Maldives,48.6,Answer/report not provided,Answer/report not provided
Mali,79.73,Answer/report not provided,Answer/report not provided
Malta,75.26,76.25,76.25
Marshall Islands,28.6,Answer/report not provided,Answer/report not provided
Mauritania,14,Answer/report not provided,Answer/report not provided
Mauritius,65,65,Answer/report not provided
Mexico,Answer/report not provided,69.2,Answer/report not provided
Micronesia (Federated States of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Mongolia,Answer/report not provided,25,30
Montenegro,57,57,57
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,78.45,57.7
New Zealand,76,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,12.5,Answer/report not provided,12.5
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,25,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,70,Answer/report not provided,Answer/report not provided
Panama,59.2,Answer/report not provided,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,38.6,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,81.76,Answer/report not provided
Portugal,83,77.44,77.44
Qatar,Answer/report not provided,Answer/report not provided,no figure provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,27.7,Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,18.5,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,74.2,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,12.4,Answer/report not provided,Answer/report not provided
Saudi Arabia,100,100,Answer/report not provided
Senegal,70.9,Answer/report not provided,Answer/report not provided
Serbia,Answer/report not provided,79.13,Answer/report not provided
Seychelles,66.7,Answer/report not provided,75
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,68,Answer/report not provided,Answer/report not provided
Slovakia,90,90,90
Slovenia,79.81,77.88,Answer/report not provided
Solomon Islands,30,75,75
South Africa,Answer/report not provided,52,52
Spain,79.04,Answer/report not provided,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,69,69,Answer/report not provided
Swaziland,Answer/report not provided,52,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,68
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,45,40,Answer/report not provided
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,14.8,Answer/report not provided,Answer/report not provided
Uganda,40.3,Answer/report not provided,Answer/report not provided
Ukraine,60,62,62
United Arab Emirates,Answer/report not provided,30,Answer/report not provided
United Kingdom,82.6,Answer/report not provided,76
United Republic of Tanzania,28.1,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,75,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,41.6,45,45
Yemen,90,Answer/report not provided,Answer/report not provided
