Party,2014,2012,2010
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,No,No,Answer/report not provided
Panama,Answer/report not provided,Answer/report not provided,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Yes,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,No,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Yes,No
Sierra Leone,Answer/report not provided,Yes,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,No,Answer/report not provided
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,Answer/report not provided,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,Yes
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Yes,Answer/report not provided,Answer/report not provided
Ukraine,No,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Yes,Yes,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Answer/report not provided,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
