Party,2014,2012,2010
Tunisia,No,No,Answer/report not provided
Turkey,No,No,No
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,No,No,Answer/report not provided
United Kingdom,No,No,No
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,No,Answer/report not provided,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,No,Answer/report not provided
Venezuela,Yes,No,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,No,Yes,Answer/report not provided
