Party,2014,2012,2010
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,Yes,Answer/report not provided,Answer/report not provided
Latvia,No,No,Answer/report not provided
Lebanon,No,No,Answer/report not provided
Lesotho,Answer/report not provided,Yes,Answer/report not provided
Libyan Arab Jamahiriya,Yes,Yes,Answer/report not provided
Lithuania,No,No,Answer/report not provided
Luxembourg,No,No,Answer/report not provided
Madagascar,Yes,Answer/report not provided,Answer/report not provided
Malaysia,Yes,No,Answer/report not provided
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,Yes,Answer/report not provided,Answer/report not provided
Marshall Islands,No,Yes,Answer/report not provided
Mauritania,No,No,Answer/report not provided
Mauritius,No,Answer/report not provided,Answer/report not provided
Mexico,Yes,Yes,Answer/report not provided
Micronesia (Federated States of),Yes,Answer/report not provided,Answer/report not provided
Mongolia,Yes,No,Answer/report not provided
Montenegro,Yes,Answer/report not provided,Answer/report not provided
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,No,No,Answer/report not provided
New Zealand,No,No,Answer/report not provided
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,No,No,Answer/report not provided
Oman,Yes,Yes,Answer/report not provided
Pakistan,Yes,Yes,Answer/report not provided
Palau,No,Yes,Answer/report not provided
Panama,No,No,Answer/report not provided
Papua New Guinea,Yes,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,Yes,Yes,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Answer/report not provided,No,Answer/report not provided
Portugal,No,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,No,Answer/report not provided
Republic of Korea,Yes,Yes,Answer/report not provided
Republic of Moldova,Yes,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,Yes,Answer/report not provided
Rwanda,Answer/report not provided,Yes,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Yes,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,No,Answer/report not provided,Answer/report not provided
Saudi Arabia,No,Answer/report not provided,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,No,No,Answer/report not provided
Seychelles,No,No,Answer/report not provided
Sierra Leone,No,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Answer/report not provided
Slovakia,Answer/report not provided,No,Answer/report not provided
Slovenia,No,No,Answer/report not provided
Solomon Islands,No,No,No
South Africa,No,No,Answer/report not provided
Spain,Answer/report not provided,No,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,No,No,Answer/report not provided
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,No,Answer/report not provided
Tonga,Yes,No,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,No,No,Answer/report not provided
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,No,Yes,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,Yes,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,No,Answer/report not provided
United Republic of Tanzania,Yes,Yes,Answer/report not provided
Uruguay,No,No,Answer/report not provided
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,No,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,No,Yes,Answer/report not provided
Yemen,Yes,Yes,Answer/report not provided
