Party,2014,2012,2010
Malaysia,Full,Partially,Partially
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Partially,Full,Full
Marshall Islands,Answer/report not provided,Partially,None
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Full,Full,Answer/report not provided
Mexico,Full,None,None
Micronesia (Federated States of),Partially,Partially,Answer/report not provided
Mongolia,Answer/report not provided,Partially,Partially
Montenegro,Full,Full,Full
Myanmar,Partially,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Partially,Partially
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Full,Full,Full
New Zealand,Partially,Partially,Partially
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,None,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Partially,Partially,Answer/report not provided
Oman,Partially,None,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Full,Partially,Answer/report not provided
Panama,Full,Partially,Partially
Papua New Guinea,None,Answer/report not provided,Answer/report not provided
Paraguay,Full,Full,Answer/report not provided
Peru,None,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,None,Answer/report not provided
Poland,Partially,Partially,Answer/report not provided
Portugal,Full,Full,Full
Qatar,Full,Partially,Partially
Republic of Korea,Partially,Partially,Partially
Republic of Moldova,Full,Answer/report not provided,Answer/report not provided
Romania,None,Answer/report not provided,Answer/report not provided
Russian Federation,Full,Partially,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,None,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,None,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Partially,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Full,Full,Full
Seychelles,None,None,None
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Partially,Partially,Partially
Slovakia,Partially,Partially,Partially
Slovenia,Full,Full,Full
Solomon Islands,Full,Answer/report not provided,Answer/report not provided
South Africa,None,Answer/report not provided,Answer/report not provided
Spain,Full,Partially,Full
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,None,Answer/report not provided
Suriname,None,None,Answer/report not provided
Swaziland,Answer/report not provided,Full,Answer/report not provided
Sweden,Partially,Partially,Partially
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,None,Answer/report not provided,Answer/report not provided
Thailand,Full,Full,Full
The former Yugoslav Republic of Macedonia,None,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,None,Answer/report not provided,None
Tonga,Full,Full,Full
Trinidad and Tobago,Full,Full,Answer/report not provided
Tunisia,Partially,Partially,Answer/report not provided
Turkey,Full,Full,Full
Turkmenistan,Full,Answer/report not provided,Answer/report not provided
Tuvalu,Partially,None,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,None,Answer/report not provided,Answer/report not provided
United Arab Emirates,Full,Partially,Answer/report not provided
United Kingdom,Full,Full,Full
United Republic of Tanzania,Partially,Answer/report not provided,Answer/report not provided
Uruguay,Full,Full,Full
Uzbekistan,None,Answer/report not provided,Answer/report not provided
Vanuatu,None,Answer/report not provided,Answer/report not provided
Venezuela,Full,Full,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
