Party,2014,2012,2010
Russian Federation,Answer/report not provided,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Yes,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,Yes,Answer/report not provided,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,Yes,Yes,Yes
Slovenia,No,No,No
Solomon Islands,Yes,Yes,Yes
South Africa,Yes,No,No
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,Yes
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,No,Answer/report not provided,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,Answer/report not provided,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,Yes,Yes,Answer/report not provided
