Party,2014,2012,2010
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,No,Yes
Oman,No,No,No
Pakistan,No,No,Answer/report not provided
Palau,Yes,Yes,Answer/report not provided
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,Yes,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Answer/report not provided,No,Answer/report not provided
Republic of Korea,No,Yes,Yes
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,No,No,No
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,No,Yes
Slovakia,No,No,No
Slovenia,Yes,Yes,Yes
Solomon Islands,No,No,No
South Africa,Yes,Yes,No
Spain,Answer/report not provided,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,No
Tonga,No,No,No
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,Yes,No,Answer/report not provided
Ukraine,No,Yes,Yes
United Arab Emirates,Yes,No,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,No,Answer/report not provided
Yemen,No,No,Answer/report not provided
