Party,2014,2012,2010
Micronesia (Federated States of),Yes,Yes,No
Mongolia,No,No,No
Montenegro,Yes,Yes,Yes
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No,No,Answer/report not provided
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,Yes,Yes
Oman,Yes,No,No
Pakistan,Yes,Yes,Answer/report not provided
Palau,No,No,Answer/report not provided
Panama,Yes,Yes,Yes
Papua New Guinea,Yes,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,Yes,Answer/report not provided,Answer/report not provided
Philippines,Yes,No,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Answer/report not provided,Yes,Yes
Republic of Korea,Yes,Yes,Yes
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,Yes,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Yes,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Yes,Yes
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Yes
Sierra Leone,No,Answer/report not provided,Answer/report not provided
Singapore,No,No,No
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,No,No,No
South Africa,No,No,No
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Yes
Tonga,No,No,No
Trinidad and Tobago,Yes,Yes,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,Answer/report not provided,Answer/report not provided
Uganda,Yes,No,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,No,No,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Yes,Yes,Answer/report not provided
Uruguay,No,Answer/report not provided,Answer/report not provided
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,No,Yes,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,No,Answer/report not provided,Answer/report not provided
