Party,2014,2012,2010
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,No,Answer/report not provided,Answer/report not provided
Saudi Arabia,No,Answer/report not provided,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,No,Answer/report not provided
Seychelles,No,No,Answer/report not provided
Sierra Leone,Yes,Answer/report not provided,Answer/report not provided
Singapore,Yes,No,Answer/report not provided
Slovakia,Answer/report not provided,No,Answer/report not provided
Slovenia,No,No,Answer/report not provided
Solomon Islands,No,No,No
South Africa,No,No,Answer/report not provided
Spain,Answer/report not provided,No,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,No,No,Answer/report not provided
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Answer/report not provided
Tonga,Yes,No,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,No,No,Answer/report not provided
Turkey,No,No,Answer/report not provided
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,Yes,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,Answer/report not provided,No,No
United Arab Emirates,Answer/report not provided,Yes,Answer/report not provided
United Kingdom,Answer/report not provided,No,Answer/report not provided
United Republic of Tanzania,No,Yes,Answer/report not provided
Uruguay,No,No,Answer/report not provided
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,No,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,No,No,Answer/report not provided
Yemen,No,No,Answer/report not provided
