Party,2014,2012,2010
Saudi Arabia,No,No,Answer/report not provided
Senegal,No,No,Answer/report not provided
Serbia,No,Yes,Yes
Seychelles,No,No,No
Sierra Leone,No,No,Answer/report not provided
Singapore,Yes,No,Yes
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,No,No,No
Spain,Answer/report not provided,No,No
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Yes
Tonga,No,Yes,Yes
Trinidad and Tobago,No,No,No
Tunisia,No,No,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,Answer/report not provided,Answer/report not provided
Uganda,No,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,No,No
United Arab Emirates,Answer/report not provided,No,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Yes,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,No,Answer/report not provided
Yemen,No,No,Answer/report not provided
