Party,2014,2012,2010
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,No,Answer/report not provided,Answer/report not provided
Egypt,Yes,Answer/report not provided,No
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,No,No,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,No,Yes,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,Yes
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,No,Answer/report not provided,Answer/report not provided
Germany,Yes,Yes,Yes
Ghana,No,No,No
Greece,No,No,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,No,No,No
Hungary,No,Answer/report not provided,No
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,No,No,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,Answer/report not provided,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,Yes,No,No
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,No,Yes,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,No,Yes,Yes
Lebanon,No,Answer/report not provided,Answer/report not provided
Lesotho,No,Answer/report not provided,Yes
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,No,No,No
Luxembourg,Yes,Yes,Yes
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,No,No,No
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,No,No,No
Marshall Islands,Answer/report not provided,No,No
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,No,No,Answer/report not provided
Mexico,No,No,No
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,Answer/report not provided,Yes,Yes
Montenegro,Yes,Yes,Yes
Myanmar,Yes,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Yes,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Yes,No,Answer/report not provided
Oman,No,No,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,No,Yes,Answer/report not provided
Panama,No,No,No
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Yes,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Answer/report not provided,No,No
Republic of Korea,Yes,No,No
Republic of Moldova,No,Answer/report not provided,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Yes,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,No,No,No
Seychelles,Yes,Yes,Yes
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,No,Answer/report not provided,Answer/report not provided
South Africa,No,Answer/report not provided,Answer/report not provided
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,Yes,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,No
Tonga,Yes,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,No,Yes,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,Answer/report not provided,No,Answer/report not provided
Ukraine,No,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,Answer/report not provided,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,No,No,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
