Party,2014,2012,2010
Kyrgyzstan,Answer/report not provided,Indicator not used,Indicator not used
Lao People's Democratic Republic,Answer/report not provided,Indicator not used,Indicator not used
Latvia,Answer/report not provided,Indicator not used,Indicator not used
Lebanon,Answer/report not provided,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,Answer/report not provided,Indicator not used,Indicator not used
Lithuania,Answer/report not provided,Indicator not used,Indicator not used
Luxembourg,Answer/report not provided,Indicator not used,Indicator not used
Madagascar,A titre de référence,Indicator not used,Indicator not used
Malaysia,Answer/report not provided,Indicator not used,Indicator not used
Maldives,Answer/report not provided,Indicator not used,Indicator not used
Mali,Answer/report not provided,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,"RMI has implemented a consistent and sustained programme of public awareness training and communication activities for several years aimed at preventing and reducing tobacco consumption and exposure to tobacco smoke. The Ministry of Health works very closely with other ministries and agencies and television and radio channels to conduct awareness campaigns and community outreach activities. The national television and radio channels have been providing free air time for the broadcasting of educational tobacco control messages at the request of the Ministry of Health and other agencies. The Ministry of Health has also implemented various programmes on tobacco control that address health workers and professionals particularly nursing and outer island health workers. These programmes involve pretesting monitoring and evaluation to enhance their effectiveness. There is a community-based awareness campaign on the adverse health effects of tobacco conducted by health workers.
The Ministry of Education has a strong tobacco-free policy for schools and an integrated curriculum related to tobacco use. Teachers are trained every year on tobacco control related issues as part of the routine in service training. 
Several supportive NGOs play an important role; they receive most of their funding from the Government. Much of this work is supported through the Single State Authority of the Ministry of Finance as part of the prevention and treatment of substance abuse. Tobacco cessation training and services are provided by trained counsellors. The World No Tobacco Day has been annually observed in RMI with the participation of all key partners.
Several faith-based organizations in RMI contribute to education training and public awareness on tobacco control.
Training has been provided to police officers in enforcement of the Tobacco Control Act and to counsellors in cessation counselling both in health-care facilities and in the programme to reduce substance abuse.
The work in this area is in line with obligation under Article 12 of the Convention.
In support of the Government''s efforts to implement Article 12 and the guidelines for its implementation the Convention Secretariat is committed to facilitating the provision of expertise and technical support upon request from the Government.",Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Answer/report not provided,Indicator not used,Indicator not used
Mexico,Answer/report not provided,Indicator not used,Indicator not used
Micronesia (Federated States of),Answer/report not provided,Indicator not used,Indicator not used
Mongolia,Answer/report not provided,Indicator not used,Indicator not used
Montenegro,Answer/report not provided,Indicator not used,Indicator not used
Myanmar,Answer/report not provided,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Answer/report not provided,Indicator not used,Indicator not used
Netherlands,Answer/report not provided,Indicator not used,Indicator not used
New Zealand,Answer/report not provided,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Answer/report not provided,Indicator not used,Indicator not used
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Answer/report not provided,Indicator not used,Indicator not used
Oman,Answer/report not provided,Indicator not used,Indicator not used
Pakistan,Answer/report not provided,Indicator not used,Indicator not used
Palau,Answer/report not provided,Indicator not used,Indicator not used
Panama,"Directrices del Artículo 12: 
Sírvase indicar aquí si se ha tomado alguna de las siguientes medidas para aplicar las recomendaciones de las Directrices: 
Infraestructura para apoyar la educación. la comunicación y la formación.
El Ministerio de Salud cuenta desde el año 1996 con las Unidades Docentes en los tres niveles administrativos que lo integran. nivel local. regional y nacional y se conocen como UDL. UDR y UDN. En el caso de la UDL. las mismas están integradas por funcionarios de las instalaciones de la red ambulatoria sean centros de salud. policentros o MINSA Capsi. La UDR está integrada por el conjunto de coordinadores regionales que ejercen una función técnico – administrativa y la UDN por representantes de las Direcciones Nacionales del MINSA. Cada unidad cuenta con un coordinador y su función es garantizar los procesos de educación y/o capacitación continua del personal de salud.
Adicionalmente. a nivel nacional se cuenta con la Dirección de Promoción de la Salud y cada región cuenta con un coordinador de promoción. Estas unidades son responsables del proceso de sensibilización y capacitación en salud de la población y otros actores sociales que por el rol que desempeñan requieren ser sumados al proceso de construcción social de la salud. en este caso específico en los temas relativos al control de tabaco y de las enfermedades asociadas al consumo de tabaco y/o a la exposición al humo de este.
Plan de acción para la ejecución de dichas actividades se enmarca dentro de un amplio programa de control del tabaco en su país.
Sí. El país cuenta con un plan quinquenal de control de tabaco que tiene un componente de promoción de la salud orientada a una vida sin tabaco y uno de capacitación y educación continua del personal de salud. 
Cada año las 14 regiones de salud levantan su plan de promoción de la salud y su plan de educación continua. Ambos planes reciben recursos de los fondos que recibe el MINSA producto del impuesto selectivo al consumo de tabaco. Solo se asignan recursos confrontados a un plan que es previamente revisado y aprobado a nivel central y se vigila su cumplimiento.
También se cuenta con planes operativos de la UDN y de la Dirección de Promoción de la Salud para atender temas prioritarios dirigidos a la población general. a personal de otras instituciones y a personal de salud. que es financiado de igual forma.
Se mantiene un sitio web sobre educación. comunicación y formación. por ejemplo para difundir logros ejemplares
Las páginas web del MINSA y del ICGES mantienen información recopilada en investigaciones que incluyen información sobre los avances de Panamá en control de tabaco. situación del tabaquismo en el país.
En los dos últimos años ha habido en su país una campaña en los medios de comunicación contra el tabaco
Durante el año 2013 se llevó a cabo la campaña que se denominó: “No te restes vida. vive sin tabaco” que buscaba disminuir el consumo de estos productos en el país. La misma estuvo dirigida principalmente a jóvenes y mujeres. 
La campaña fue reproducida en medios radiales. escritos. televisivos. vallas y mupis. entre otros. y llevaba mensajes de prevención. estimula la cesación del consumo y el uso de productos de tabaco. orientó sobre la Ley 13 de 24 de enero de 2008 que prohíbe en Panamá la publicidad. promoción y patrocinio del tabaco a partir de 2008. 
Tanto los mensajes textuales como las imágenes que conformaron la iniciativa buscaban alertar a la población para que esta conozca que “el tabaco es un factor determinante de muchas enfermedades. debido a los innumerables tóxicos de los productos de tabaco”.
Se desarrolló en tres etapas: 
una para el carnaval de 2013: “Goza tus Carnavales lejos del cigarrillo” con un BTL en Carnavales: “ LAS APAGA FUEGO. ” 
otra para el Día Mundial de No Fumar 
la tercera etapa para la conmemoración del Día Nacional de No Fumar (25 de Octubre) que culminó con el Funeral del Tabaco: 

Un cigarrillo menos. una vida más. 
Se trabajó como tema central la cesación de tabaco y se realizaron acciones con exfumadores culminando en un ncuentro.
Esta campaña fue comentada favorablemente por diferentes medios de comunicación e incluso fue nominada para recibir el premio que otorgan los estudiantes de la Facultad de Comunicación Social de la Universidad de Panamá. por ser una campaña de impacto social en el campo de la salud. 
Se ha efectuado un seguimiento y evaluación periódicos de los programas de educación. comunicación y formación. 
En estos momentos los procesos de evaluación no son sistemáticos. en la actualización del plan quinquenal de control de tabaco que está en fase de actualización se está considerando este aspecto como una de las prioridades a la que la Comisión nacional para el Estudio del Tabaquismo hará seguimiento.",Indicator not used,Indicator not used
Papua New Guinea,The awareness is based on research on the Consumption Prevalence. However we were not able to evaluate this.,Indicator not used,Indicator not used
Paraguay,Answer/report not provided,Indicator not used,Indicator not used
Peru,Answer/report not provided,Indicator not used,Indicator not used
Philippines,Answer/report not provided,Indicator not used,Indicator not used
Poland,Answer/report not provided,Indicator not used,Indicator not used
Portugal,"There is a central coordination (DGS) and coordination teams at regional level that conducts training and implement regional projects with community partners (schools and associations NGOs) for activities and projects for smoking prevention and cessation. 
At the central level there are technical guidance and production of technical support materials for targeted interventions in public (pregnant women parents and youth exposure to smoking nicotine dependence treatment.)",Indicator not used,Indicator not used
Qatar,The guidance of the tobacco control committee and national priorities have driven work under this item.,Indicator not used,Indicator not used
Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Republic of Moldova,Answer/report not provided,Indicator not used,Indicator not used
Romania,Answer/report not provided,Indicator not used,Indicator not used
Russian Federation,According to article 16 of the Federal law of 23.02.2013 N 15-FZ ''on public health protection from exposure to environmental tobacco smoke and the consequences of tobacco consumption'' during the demonstration of audiovisual works including television and movies television video and newsreel programs demonstration of tobacco and tobacco use broadcaster or organizer of a demonstration must ensure the broadcast of public service announcements about the dangers of tobacco consumption just before the start of or during a demonstration of the worksuch programs.,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Answer/report not provided,Indicator not used,Indicator not used
Sao Tome and Principe,Answer/report not provided,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Answer/report not provided,Indicator not used,Indicator not used
Serbia,Answer/report not provided,Indicator not used,Indicator not used
Seychelles,Answer/report not provided,Indicator not used,Indicator not used
Sierra Leone,From the Communication angle in the MoHS the level of awareness regarding the harmful effects of tobacco use and the benefits of not using tobacco is inadequate even among the members of the staff of the Ministry. Many tobacco users are not aware of the health hazards and the addictive nature of tobacco while non-tobacco users lack knowledge of the effects of exposure to tobacco smoke.,Indicator not used,Indicator not used
Singapore,Answer/report not provided,Indicator not used,Indicator not used
Slovakia,Answer/report not provided,Indicator not used,Indicator not used
Slovenia,Answer/report not provided,Indicator not used,Indicator not used
Solomon Islands,Answer/report not provided,Indicator not used,Indicator not used
South Africa,The health promotion programme facilitates and implements awareness education and training at different levels. Environmental health officers ensure compliance of regulations and legislation. Various integrated health promotion strategies and media are used e.g community interactions educational sessions promotional activities print media and radio.,Indicator not used,Indicator not used
Spain,Los planes y estrategias en todo el territorio español. se diseñan. se elaboran y se llevan a cabo siguiendo la directriz de desarrollo del artículo 12. poniendo actualmente el énfasis en la gestión de infraestructuras. en la coordinación y en la evaluación de su eficacia e implantación de buenas prácticas.,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Suriname used the Guidelines for implementation of Article 12 of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Answer/report not provided,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Answer/report not provided,Indicator not used,Indicator not used
Thailand,Answer/report not provided,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Answer/report not provided,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Les directives ont été utilisées pour la rédaction de la loi et de ses 5 décrets d’application,Indicator not used,Indicator not used
Tonga,Answer/report not provided,Indicator not used,Indicator not used
Trinidad and Tobago,Answer/report not provided,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Answer/report not provided,Indicator not used,Indicator not used
Turkmenistan,Answer/report not provided,Indicator not used,Indicator not used
Tuvalu,Answer/report not provided,Indicator not used,Indicator not used
Uganda,Answer/report not provided,Indicator not used,Indicator not used
Ukraine,Answer/report not provided,Indicator not used,Indicator not used
United Arab Emirates,Answer/report not provided,Indicator not used,Indicator not used
United Kingdom,Answer/report not provided,Indicator not used,Indicator not used
United Republic of Tanzania,Answer/report not provided,Indicator not used,Indicator not used
Uruguay,Answer/report not provided,Indicator not used,Indicator not used
Uzbekistan,Answer/report not provided,Indicator not used,Indicator not used
Vanuatu,Under the Tobacco Control Act 19. it states that each Party should promote and strengthen public awareness of tobacco control issues. using all available communication tools. as appropriate. This include access to effective and comprehensive educational and public awareness. special trainings about health risks of tobacco consumption and the exposure to tobacco smoking relevant to the objectives of the tobacco convention.,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,The guideline has been translated into local language and disseminated.,Indicator not used,Indicator not used
Yemen,Answer/report not provided,Indicator not used,Indicator not used
