Party,2014,2012,2010
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,Yes,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,No,No,No
Oman,Yes,Yes,No
Pakistan,No,No,Answer/report not provided
Palau,No,No,No
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,No,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,Yes,Yes,Yes
Qatar,Answer/report not provided,No,Answer/report not provided
Republic of Korea,No,No,No
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,No,No,Answer/report not provided
Senegal,Yes,Yes,Answer/report not provided
Serbia,No,No,No
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,No,No,No
Slovakia,No,No,No
Slovenia,No,No,No
Solomon Islands,Yes,Yes,Yes
South Africa,Yes,No,No
Spain,Answer/report not provided,No,No
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,Yes
Tonga,Yes,Yes,Yes
Trinidad and Tobago,Yes,Yes,No
Tunisia,No,Yes,Answer/report not provided
Turkey,Yes,Yes,No
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,No,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,Yes,Yes
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,No,No,No
Yemen,Yes,No,Answer/report not provided
