Party,2014,2012,2010
Gabon,Lors de l’Assemblée générale des Nations Unies de 2011 le Président Ali BONGO ONDIMBA a souligné l’importance de prévenir les maladies non transmissibles et de lutter contre ces dernières et a identifié le tabagisme comme étant l’un des facteurs de risque de ces maladies. Le ministère des Affaires Étrangères et de la Coopération Internationale s’est engagé à veiller à ce que le Gabon promeuve la mise en œuvre de la Convention dans les forums bilatéraux et multilatéraux concernés.,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Greece,Answer/report not provided,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Se ha iniciado la exploracion de las fuentes de financiamiento que podrían apoyar en la implementación del CMCT,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,Answer/report not provided,Answer/report not provided,Answer/report not provided
Hungary,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Answer/report not provided,Answer/report not provided,Answer/report not provided
Iran (Islamic Republic of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jamaica,Encouraged WHO and PAHO philanthropic organizations e.g. Bloomberg Project to provide funding to support implementation of legislation research and tobacco counter interference,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,The UN agencies including UNDP EAC secretariat African Union,Answer/report not provided,We have participated in all Conferences of Parties to the FCTC and Regional Consultative meetings.
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lebanon,We have highlighted the need for technical and financial support for tobacco control in all events with regional or international tobacco control stakeholders.,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Contribution financière de Grand-Duché de Luxembourg aux projets de coopération de l’OMS,Contribution financière du Grand-Duché de Luxembourg aux projets de coopération de lOMS.,Contribution financière du Grand-Duché de Luxembourg aux projets de coopération de lOMS.
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Maldives,Apart from requests to WHO there aren''t significant programmes developed and approached to donors for assistance. The Maldives'' economic progress leading to good economic indicators have now become a hindrance to attract funding from donors.,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Advocacy at the level of WHO for increased financial and technical assistance to such countries.
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),FSM had discussed the support from Australia representatives to the INB to assist in the Need Assessment of FSM FCTC.,FSM had discussed the support from Australia representatives to the INB to assist in the Need Assessment of FSM FCTC.,Answer/report not provided
Mongolia,Technical and financial assistance to implement FCTC and National Law on tobacco control,Answer/report not provided,Answer/report not provided
Montenegro,Answer/report not provided,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Interaction with the Ministry of Finance Trade and Industry Private Sector is one to encourage them to meet expectations,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,Answer/report not provided,Answer/report not provided,Answer/report not provided
Panama,El Control de Tabaco y particularmente el CMCT se ha impulsado en el seno de la Comisión de Ministros de Salud de Centroamérica y República Dominicana (COMISCA) con la finalidad de que se avance en la implementación del CMCT y/o en su ratificación. como es el caso de El Salvador y República Dominicana,Promoción del Ministro de Salud en la Comisión de Ministros de Salud de Centroamérica (COMISCA) de la necesidad de que Centroamérica de lograr avances conjuntos en la región.,Promoción del Ministro de Salud en la Comisión de Ministros de Salud de Centroamérica (COMISCA) de la necesidad de que Centroamérica avance en la implementación de las disposiciones contendidas en el FCTC y de apoyo a El Salvador para su ratificación
Papua New Guinea,This has been discussed within the department to increase the budget for Tobacco Control Program. Once we have a separate expenditure code further assessment will be done to see where more assistance are needed in terms of finance.,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,i.e. European Network for Smoking and Tobacco Prevention,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,"-After the 5th session of Conference of the Parties of WHO FCTC which was held on 12 to 17 November in Seoul Korean government donated the rest of conference hosting budget to FCTC Secretariat for promoting the relevant activities of Protocol to Eliminate Illicit Trade in Tobacco Products.
* Purpose: Implementation of activities related to the Protocol 
* Total: USD 151 714 
- Korea National Cancer Center planned and implemented the international training workshop for professionals in the Asia-Pacific region sharing the best practices and experience of quitline. This training program was held in July 2012 endorsed by WPRO.","In 2011 Asian Pacific Quitline Network(APQW) was activated and expanded their role to encourage other countris to develop their own Quitline based on the FCTC article 14
As a follow up to the APQW in 2012 leadership training workshop was planned and under process for country representatives where the development or improvement of Quitline is under the consideration by National Cancer Center of Korea and WPRO",Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Financial request to assist in the development of tobacco control legislation,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Answer/report not provided,A suggestion has been made to the Global Fund to Fight AIDS Tuberculosis and Malaria through a recent survey of the Global Fund to include financing of national tobacco control programs.,A suggestion has been made to the Global Fund to Fight AIDS Tuberculosis and Malaria through a recent survey of the Global Fund to include financing of national tobacco control programs.
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,Represented in the Conference of Parties (COP) and Internatioanl Negotiating Body (INB),Represented in the Conference of Parties (COP) and Internatioanl Negotiating Body (INB)
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,En septiembre de 2011 España participó en la Reunión de Alto Nivel de la Asamblea General de las Naciones Unidas sobre la Prevención y el Control de las Enfermedades no Transmisibles. En la Declaración Política resultante en los artículos 47 a 52 se insta a desarrollar diversas medidas para que se cumplan todos los compromisos de ayuda oficial para el desarrollo y se movilicen recursos financieros suficientes previsibles y sostenidos encaminados a fortalecer la cooperación para el desarrollo relativa a la prevención y control de las enfermedades no transmisibles (resolución EB130/6 del Consejo Ejecutivo de la OMS y documento A/66/L.1 de la Asamblea General de las Naciones Unidas).,Durante la pasada reunión de la COP4 en Uruguay se aceptaron las resoluciones correspondientes a cooperación y ayudas técnicas y económicas
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,"1. Workshops led by international and national health experts to increase the capacity of nationals to prepare tobacco legislation 
2. Hiring Legal advisors to support the preparation of the tobacco legislation in compliance with the FCTC",Answer/report not provided
Swaziland,Answer/report not provided,We have participated in all Working Groups elaborating various articles of the WHO FCTC and Conference of the Parties meetings and Regional consultative meetings.,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,By sharing experiences to FCTC working group and parties.,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tonga,FCTC and WHO was already approached by Focal Point for assistance in conducting a “need assessment” on tobacco control in Tonga,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,"Necessary technical and financial assistance for the implementation of a national vision and Action Plan for the prevention and control of non-communicable diseases for the period 2014-2020 period. In particular: 
1. In improving the legal framework for tobacco control 
2. Promoting issues in tax policy at the governmental level. 
3. In the development of requirements for drawings / icons placed on the packaging of tobacco products; 
4. The planning. implementation and evaluation of pilot projects that contribute to health. which includes measures for tobacco control at the level of communities. schools. health facilities; 
5. In improving the services provided staff of primary health care for smoking prevention. counseling for smoking cessation. tobacco dependence treatment",Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
