Party,2014,2012,2010
Niue,No,Indicator not used,Indicator not used
Norway,Yes,Indicator not used,Indicator not used
Oman,No,Indicator not used,Indicator not used
Pakistan,Yes,Indicator not used,Indicator not used
Palau,Yes,Indicator not used,Indicator not used
Panama,No,Indicator not used,Indicator not used
Papua New Guinea,Yes,Indicator not used,Indicator not used
Paraguay,No,Indicator not used,Indicator not used
Peru,No,Indicator not used,Indicator not used
Philippines,Yes,Indicator not used,Indicator not used
Poland,Yes,Indicator not used,Indicator not used
Portugal,No,Indicator not used,Indicator not used
Qatar,Yes,Indicator not used,Indicator not used
Republic of Korea,Yes,Indicator not used,Indicator not used
Republic of Moldova,No,Indicator not used,Indicator not used
Romania,No,Indicator not used,Indicator not used
Russian Federation,No,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Yes,Indicator not used,Indicator not used
Sao Tome and Principe,Yes,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Yes,Indicator not used,Indicator not used
Serbia,No,Indicator not used,Indicator not used
Seychelles,No,Indicator not used,Indicator not used
Sierra Leone,No,Indicator not used,Indicator not used
Singapore,Yes,Indicator not used,Indicator not used
Slovakia,No,Indicator not used,Indicator not used
Slovenia,No,Indicator not used,Indicator not used
Solomon Islands,No,Indicator not used,Indicator not used
South Africa,Yes,Indicator not used,Indicator not used
Spain,Answer/report not provided,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Yes,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Yes,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,No,Indicator not used,Indicator not used
Thailand,Yes,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Yes,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Yes,Indicator not used,Indicator not used
Tonga,Not applicable,Indicator not used,Indicator not used
Trinidad and Tobago,Yes,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Yes,Indicator not used,Indicator not used
Turkmenistan,Yes,Indicator not used,Indicator not used
Tuvalu,Not applicable,Indicator not used,Indicator not used
Uganda,Yes,Indicator not used,Indicator not used
Ukraine,No,Indicator not used,Indicator not used
United Arab Emirates,Yes,Indicator not used,Indicator not used
United Kingdom,Yes,Indicator not used,Indicator not used
United Republic of Tanzania,Yes,Indicator not used,Indicator not used
Uruguay,No,Indicator not used,Indicator not used
Uzbekistan,Yes,Indicator not used,Indicator not used
Vanuatu,No,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,Yes,Indicator not used,Indicator not used
Yemen,No,Indicator not used,Indicator not used
