Party,2014,2012,2010
Grenada,No,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,Yes,Yes,Yes
Hungary,Yes,Yes,Yes
Iceland,No,No,Yes
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,Yes,Yes,Answer/report not provided
Ireland,Yes,Yes,Yes
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Yes,Yes,Answer/report not provided
Jamaica,Yes,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,No,No,No
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,Yes,Answer/report not provided,Yes
Kiribati,Yes,Answer/report not provided,Answer/report not provided
Kuwait,Yes,Yes,Yes
Kyrgyzstan,Yes,No,Answer/report not provided
Lao People's Democratic Republic,No,Answer/report not provided,Answer/report not provided
Latvia,No,No,No
Lebanon,No,No,No
Lesotho,No,No,No
Libyan Arab Jamahiriya,No,No,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Yes,Yes,Yes
Madagascar,No,No,No
Malaysia,No,No,No
Maldives,No,Answer/report not provided,Answer/report not provided
Mali,Yes,Yes,Answer/report not provided
Malta,No,No,No
Marshall Islands,No,No,No
Mauritania,No,No,Answer/report not provided
Mauritius,No,No,No
Mexico,Yes,Yes,Yes
Micronesia (Federated States of),No,No,No
Mongolia,Yes,Yes,Yes
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,No,No
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,Yes,Answer/report not provided
Netherlands,Yes,Yes,No
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Yes,Yes,Yes
Oman,No,Yes,Yes
Pakistan,No,No,Answer/report not provided
Palau,No,No,No
Panama,Yes,Yes,Yes
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,No,No,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,No,Yes,Yes
Qatar,Yes,No,Yes
Republic of Korea,No,No,No
Republic of Moldova,Yes,Yes,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,No,No,Answer/report not provided
Rwanda,Answer/report not provided,No,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,No,No,No
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,Yes,Yes,Answer/report not provided
Senegal,Yes,No,Answer/report not provided
Serbia,No,No,No
Seychelles,Yes,Yes,Yes
Sierra Leone,No,No,Answer/report not provided
Singapore,No,No,Yes
Slovakia,Yes,Yes,Yes
Slovenia,Yes,Yes,Yes
Solomon Islands,No,Yes,Yes
South Africa,No,Yes,Yes
Spain,Yes,No,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Yes,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,Yes,Answer/report not provided
Sweden,Yes,Yes,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,No,Answer/report not provided,Answer/report not provided
Thailand,No,No,No
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Yes,No
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,Yes,Yes
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,No,No
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,Yes,Answer/report not provided
Uganda,Yes,No,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,No,No,Yes
United Republic of Tanzania,Yes,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,No,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,No,No,No
Yemen,Yes,Yes,Answer/report not provided
