Party,2014,2012,2010
Fiji,Support for human resources (posts) to strengthen enforcement capacity,An assessment of the needs concerning implementation of the WHO FCTC by Fiji was conducted jointly by the Convention Secretariat and the Government of Fiji in September-October 2011 including the mission to Fiji of an international team comprised of representatives of the Convention Secretariat the WHO Regional Office for the Western Pacific and the WHO South Pacific Office (based in Fiji) from 26 September to 3 October 2011. The assessment involved relevant Fijian ministries and agencies and also included a meeting with the UN Resident Coordinator for the UN Systems Operational Activities also based in Fiji.,Answer/report not provided
Finland,More support for smoking cessation,Especially smoking cessation would need additional resources.,The control and follow up mechanisms are beginning to be in place but tobacco cessation would still need additional resourcing.
France,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gabon,Un rapport a été rédigé par l’équipe de la Mission d’évaluation des besoins pour la mise en œuvre de la Convention cadre de l’OMS.,Aucune aide internationale pour lélaboration ni mise en œuvre de programmes de lutte antitabac,Answer/report not provided
Gambia,ENFORCEMENT OF THE EXISTING BAN ON PUBLIC SMOKING. ADVERTISEMENT AND PROMOTION OF TOBACCO PROTECTION OF MINORS INCLUSION OF PICTORIAL WARING ON CIGARRETTE WHICH SHOULD BE ROTATINAL EVERY SIX MONTHS,The WHO FCTC has a legal language and we need to build our capacities in the area of tobacco control to be able to understand the technicalities involved.,Answer/report not provided
Georgia,"1. Strengthening smoking secession services. There is a lack of trained medical personnel who would provide counselling and quitline capacity needs to be strengthened. 
2. Although there are some educational campaigns on tobacco on the small scale there is need of launching a national anti-tobacco campaign including development of video clips and transmitting by all means of media and communication. 	
3. There is need to strengthen capacity of human resources working on tobacco control issues. Study tours and workshops are needed. 	
4. There is a need to conduct routine monitoring of implementation of smoking ban/restriction especially in hospitality sector
5. There is need to conduct systematic surveys on smoking prevalence and factors influencing it in different groups of population as well as studies assessing implementation levels of different articles of the FCTC and assessing economic impact of tobacco. 
It is necessary to seek for state and donor resources for implementing tobacco control activities. In order to improve existing reality it is essential that government seeks for relevant resources and also to receive relevant technical and financial assistance through Convention financial mechanisms of assistance.",Currently state budget finances only quit line. What concerns existance of comprehensive tobacco control state program unfortunately this obligation was taken out from the law last year. It is necessary to seek for state and donor resources for implementing tobacco control activities. In this regards Bloomberg Foundation assistance is very important but it serves to specific objective and is short term. In order to improve existing reality it is essential that government seeks for relevant resources and also to receive relevant technical assitance through Convention financial mechanism.,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,"From 2010 to 2012 the only financial resource received was from FCTC Secretariat and WHO Country Office to support Article 12 
In 2013 Tobacco control was for the first time captured in the MoH Programme of work (POW) making it possible for the Focal Point to access funding (40% of budget) for tobacco control activities. 
In 2014 the MoH PoW has tobacco control and it is believed that some funding will be made available through giving the competing priorities and what has been listed under 5.1 what will be received may not cover much of the planned activities.","Total requirement for selected activities in tobacco control was budgeted at GhC50 000 in 2011 and total received was GhC5000 with a gap of 90%. (Exchange rate is USD1:GhC1.75)
In 2012 except WHO support of USD2000 and FCTC Secretariat support of USD15000 no additional funding has been received for Tobacco Control activities though a programme of work (POW) and budget has been prepared.",Answer/report not provided
Greece,Answer/report not provided,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,No existen fondos específicos destinados a la implementación y vigilancia del cumplimiento de las disposiciones vigentes; tampoco para la promoción de la implementación de nuevas disposiciones,Se necesita contar con el apoyo de los actores obligados al cumplimiento del CMCT así como recursos financieros.,Answer/report not provided
Guyana,Answer/report not provided,"The GTSS proves to be an important tool for expressing to Governments on the need for Tobacco Control. However there is need for an ecnomic evaluation on the burden of tobacco use in country. This data is very much needed to plead the case for Tobacco Control.
Other gaps identified include funding for the drafting and implementation of legislation to provide consistent education and awareness programs funding for the NRT other necessary strategies and other cessation sites in the cessation program","The GTSS proves to be an important tool for expressing to Governments on the need for Tobacco Control. However there is need for an ecnomic evaluation on the burden of tobacco use in country. This data is very much needed to plead the case for Tobacco Control.
Other gaps identified include funding for the drafting and implementation of legislation to provide consistent education and awareness programs funding for the NRT other necessary strategies and other cessation sites in the cessation program"
Honduras,El presupuesto aprobado por el Congreso Nacional al IHADFA. no le permite dar fiel cumplimiento a todas las exigencias jurídicas contenidas en el Convenio Marco para El Control del Tabaco. mismas que están contentivas en la Ley especial para el Control del tabaco LECT y su Reglamentación. por lo tanto. SI se encuentran desfases entre los recursos disponibles de la institución para la aplicación del CMCT de la OMS para el Control del Tabaco. con especial énfasis en las prioridades detalladas en el numeral 5.1 sobre PRIORIDADES Y OBSERVACIONES.,Los recursos que se han brindado no tienen relacion o equivalencia ante el gran poderio de la industria del tabaco no existe ninguna politica de apoyo en cuanto a la aplicacion del Convenio Marco y la aplicación efciaz de La Ley Especial Control del Tabaco a nivel nacional.,Los recursos que se han brindado no tienen relacion o equivalencia ante el gran poderio de la industria del tabaco no existe ninguna politica de apoyo en cuanto a la aplicacion del Convenio Marco y la aplicación efciaz de La Ley Especial Control del Tabaco a nivel nacional.
Hungary,We need to establish adequate resources for prevention and cessation researches. surveys. data collection and for the infrastructure for the testing of tobacco ingredients.,We need to establish adequate resources for prevention and cessation programs researches surveys data collection and for the infrastructure for the testing of tobacco ingredients.,"Lack of human resource especially full time legal expert and economist whose work would be essential in the field of tobacco control. There is a deficit in the financial resources for the researches and the programs implementation. 
Financial resources are needed for the realization of the Global Adult Tobacco Survey (GATS) and Global Health Professions Student Survey (GHPSS) besides Global Youth Tobacco Survey (GYTS) which had been implemented two times in Hungary. Besides this it would be essential to implement a national representative survey based on age and gender in every 5th year which would analyze the rate of current smokers never smokers and those who smoked but quit."
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Implementation of the protocol to eliminate illicit trade of tobacco products. alternative livelihoods for tobacco growers and bidi rollers  would require support,The National Tobacco Control Programme is under pilot implementation in only 42 districts of the country. The limited resources under NTCP are not sufficient to implement the strategies recommended under FCTC.,There is no dedicated mechanism and fund at any level for implementation of tobacco control strategies recommended by FCTC. Some of the provisions are covered under the law. The resources available under ongoing programmes including NTCP are not enough for effective implementation of tobacco control strategies.
Iran (Islamic Republic of),I.R. Iran has not yet fully utilized the bilateral regional subregional and other multilateral channels available to provide funding for the development and strengthening of multisectoral comprehensive tobacco control programmes.,Answer/report not provided,Answer/report not provided
Iraq,Some articles of the Convention need substantial financial support but the resources available are limited; such activities are: conducting a national survey to get to know the reality of smoking in Iraq as well as providing the necessary supplies to the work of Quit Smoking Clinics.,Some articles of the Convention need to provide material support is great that the limited resources available such as conducting national surveys to identify the reality of smoking in Iraq as well as providing the necessary supplies for the work to quit smoking clinics,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,"There are no specific and regular funds dedicated to tobacco control in Italy. Ministry of funds Regional prevention plans that include tobacco control activities. Every year there are some resources to fund specific projects.
There is the need to link a little part of tobacco taxes to tobacco control activities",Answer/report not provided,Answer/report not provided
Jamaica,There are inadequate funds to carry research in the area of costing of health the impact of tobacco consumption and in general for programme implementation e.g. public education,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Insufficient resources available from the World Health Organization for the implementation of activities required.,Most of the activities rely on technical support from WHO and other international bodies and civil organizations since resources are not sufficient to implement the proposed activities.,Because most of the activities depend on technical support from WHO and other international bodies and civil.
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,Technical and financial resources,Answer/report not provided,There is no budget line for tobacco control in our national budget whereas the WHO FCTC Secretariat does not provide funding for the implementation of the WHO FCTC requirements.
Kiribati,Some of the Articles in the FCTC is not applicable to Kiribati e.g Articles 11 17 18 due to the fact that tobacco is only imported.,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,There is a lack of financial resources to implement the provisions of the Convention and in the provision of the labor force in the fight against tobacco.,There is a lack of financial resources to implement the provisions of the Convention and in the provision of the labor force in the fight against tobacco.
Kyrgyzstan,Answer/report not provided,Lack of funds,Answer/report not provided
Lao People's Democratic Republic,Tobacco Control Strategic Plans has been developed base on the budget amount expected to receive from TC fund and the fund will be distribute to all provinces and related sectors to implement the TC Law.,Answer/report not provided,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lebanon,A main issue has been the lack of sufficient funding to undertake other measures in tobacco control besides the ones mentioned in Law 174. as well as in increasing activities for trainings of implementation authorities (e.g. police. inspectors) for ensuring effective implementation of Law 174.,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Not allocated budgets for programs to combat tobacco use to implement the Convention,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Ecart financier de 86 500 USD (entre le Budget regulier et lExtrabudgetaire) financement de lOMS selon le POW de lOMS 2010- 2011,Ecart financier de 86 500 USD (entre le Budget regulier et lExtrabudgetaire) financement de lOMS
Malaysia,Malaysia is planning to establish the Tobacco Control Act to strengthen the tobacco control advocacy,The Global Adult Tobacco Survey (GATS) Malaysia 2011 would suffice and provide more information and results pertaining to the burden of tobacco smoking (i.e. prevalence from men women) burden of smokeless tobacco information regarding licit and illicit tobacco trade etc. when the country report is released and facts made known to the public.,"1. Available information on the burden of smoking tobacco (i.e. prevalence by age groups etc) is not adequate to provide all the answers need for this report.
2. Available information on the burden of smokeless tobacco is inadequate.
3. Insuficient information regarding licit & illicit tobacco trade to fulfill the requirement for questions on supply and seizures. 
4. Information on liability is not available."
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,I responded no because the Marshall Islands has not yet done its needs assessment for implementation of the WHO FCTC which I hope RMI will have it soon.,It is difficult to create pictorial health warning messages and perhaps dealing with the manufacturers abroad.
Mauritania,La lutte antitabac est peu financée voir n’est pas financée si ce n’est les petits ponctuel de l’OMS et le CLATA.,Answer/report not provided,Answer/report not provided
Mauritius,Lack of technical expertise to implement article 13 on cross border advertising and articles 9-10 on testing and emission of tobacco ...,Lack of technical expertise to implement article 13 on cross border advertising and articles 9-10 on testing and emission of tobacco ...,Additional funding capacity-building of staff increased advocacy.
Mexico,Answer/report not provided,Limitación de los recursos humanos materiales y financieros que el Presupuesto de Egresos de la Federación destina al combate y prevención del tabaquismo,Limitación de los recursos humanos materiales y financieros que el Presupuesto de Egresos de la Federación destina al combate y prevención del tabaquismo
Micronesia (Federated States of),The information dissemination of resources available is not coordinated well and needs to be strengthen/improve. Often we received documents for our action at later date thus FSM missed out on TA when available. The underdeveloped country like FSM will need to be informed of financial resources when available.,The information dissemination of resources available is not coordinated well and needs to be strengthen/improve. Often we received documents for our action at later date thus FSM missed out on TA when availible.The underdeveloped country like FSM will need to be informed of financial resources when availible.,Answer/report not provided
Mongolia,Build capacity of health and other sector staff on tobacco cessation,Lack of funding and institutions NGOs to fully implement the WHO FCTC and the national law on Tobacco Control,Lack of funding to fully implement the WHO FCTC and the national law on tobacco control.
Montenegro,Very small number of trained personnel in the field of public health that would follow the relationship of tobacco control and health as well as a number of staff who monitor the implementation of laws and principles of general application FCTC.,Very small number of trained personnel in the field of public health that would follow the relationship of tobacco control and health as well as a number of staff who monitor the implementation of laws and principles of general application FCTC.,Very small number of trained personnel in the field of public health that would follow the relationship of tobacco control and health as well as a number of staff who monitor the implementation of laws and principles of general application FCTC.
Myanmar,The lack of full time staff who can focus on tobacco control activities at all levels contributes to limitation of implementing the Convention effectively. The training or sensitization programmes are required for capacity building of the focal personnel at all levels.,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Existing gaps refer to skills and staff shortage as well funds to ensure proper staff are recruited.,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,No adequate financial and technical resources to effectively implement WHO FCTC.,"- Limited financial resources
- Inadequate skilled manpower",Answer/report not provided
Netherlands,Answer/report not provided,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,"INSUFFISANCE DE LA CONNAISSANCE DE LA LOI ANTI TABAC
NON COMPLETUDE DES TEXTES
MANQUE DE RESSOURCE
INSUFFISANCE DE COORDINATION ENTRE LES ACTEURS DU PUBLIC DUNE PART ET DES ACTEURS PRIVES DAUTRE PART",Answer/report not provided
Nigeria,Work plan not implemented due to lack of funds,Answer/report not provided,Answer/report not provided
Niue,Technical assistance for tax increase on tobacco products,Answer/report not provided,Answer/report not provided
Norway,Answer/report not provided,Answer/report not provided,Answer/report not provided
Oman,There is lack of financial resources and capacity to implement the provisions of the Convention.,There is a lack of financial resources to implement the provisions of the Convention and in the provision of power in Almlh Mkavhhaltbg,There is a lack of financial resources to implement the terms of the agreement in the provision of manpower in the fight against tobacco
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,We need resources to 1) conduct local research including the economic impact of tobacco use; 2) increase enforcement capacity (e.g. more police officers) 3) fund media campaigns including funds for computer and software to improve media/marketing and education activities; 4) implement Article 14 guidelines and establishment of subsequent cessation services and 5) implement Articles 5.3 and 11. We also need funding assistance to have at least 2 participants attend COP meetings so that we can more fully participate in meetings and activities that often occur simultaneously. We need guidance as to who we can request assistance for these above mentioned activities. Our NGO partners also have little funding to participate in FCTC implementation.,Full implementation and education; raising awareness in regards to tobacco act RPPL 8-27. Educate policymakers about the articles which were not addressed by RPPL 8-27 and if possible have such legislation in place by 2017.,Answer/report not provided
Panama,Hay limitaciones de recursos humanos en las instituciones del Estado para la vigilancia permanente. ya que no hay disponibilidad para su contratación.,El desarrollo de las clínicas de cesación fue un proceso complejo y carente de dinero. Esta situación se solvento en virtud de la aplicacaicón de la asignación de recursos al Ministerio de Salud producto de la ley que incrementa los impuestos al tabaco dado que los recursos han sido limitados.,El desarrollo de las clínicas de cesación dado que los recursos han sido limitados. Esta situación se resolverá en la medida en que a partir del 2010 por ley se asignan al MINSA recursos específicos cuya fuente son los impuesto al tabaco.
Papua New Guinea,Resources (Funding & Manpower) to implement Tobacco Control Program. The department working towards boosting the capacity to implementing the FCTC.,Answer/report not provided,Answer/report not provided
Paraguay,Es casi nula la existencia de recursos para enfrentar la situación. se puede considerar que hay otras prioridades para el Estado Paraguayo.,Si tomamos en cuenta el enorme poder de los tabacaleros en este pais y la casi nula existencia de recursos para enfrentar la situacion se puede considerar que hay otras prioridades para el Estado Paraguayo.,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Lack of resources; partial support of legislators,Answer/report not provided,Answer/report not provided
Poland,The Tobacco Control Law calls for 0.5% levy from excise tobacco tax for government tobacco control programs; since many years (approx. 10 years) real expenditures for tobacco control have not exceeded 1-2 million Polish zlotys. It is 80-100 times less than results from the above provision on tobacco tax levy. It is approx. 200 times less than donations for tobacco growing,Capacity assessment of the implementation of effective tobacco control policy has been prepared by the domesatic and WHOs expert. It describes the main problems to be solved in tobacco control policy (effective management and coordination financial support of the National Action Plan on tobacco control tax policy etc.),Answer/report not provided
Portugal,"Health campaigns in television are very expensive. 
 The costs of pharmaceutical treatments for smoking cessation could be a barrier for many smokers.",We will need political will and human and budgettary resources in order to fully develop all the FCTC obligations,We will need political will and human and budgettary resources in order to fully develop all the FCTC obligations
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,A needs assessment was jointly undertaken by the Government and the Convention Secretariat in October 2010. Gaps and needs have been identified and follow-up is ongoing for the provision of resources for meeting these needs.,Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Rwanda needs strategic and action plan for the National tobacco control program. Rwanda should engage local and International NGOs Civil Society in tobacco control program. Development of intersectoral program on tobacco control for smooth implementation of FCTC,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Legal advisor finance training in programme development and implementation resource for public awareness,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,Strategic Plan was drawn up and so far we do not have sufficient funds to implement the activities inherent in the plan,Answer/report not provided
Saudi Arabia,The annual budget allocated to the fight against smoking can not cover the cost of major awareness campaigns.,The annual budget allocated to the fight against smoking can not cover the cost of major awareness campaigns.,Answer/report not provided
Senegal,Nous n’avons encore reçu aucun moyen ni de l’Etat ni des partenaires pour la mise en œuvre de la nouvelle législation qui nécessite l’élaboration des textes réglementaires l’information et la sensibilisation des populations ainsi que la surveillance.,Answer/report not provided,Answer/report not provided
