Party,2014,2012,2010
European Union,If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute? 11.1 %,10.40,0.10
Fiji,Answer/report not provided,Answer/report not provided,Answer/report not provided
Finland,Answer/report not provided,Answer/report not provided,Answer/report not provided
France,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Greece,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 13.9 %,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,Answer/report not provided
Honduras,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
Hungary,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 4.1  %,4.00,7.90
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                 %,Answer/report not provided,Answer/report not provided
Iran (Islamic Republic of),Answer/report not provided,25.00,Answer/report not provided
Iraq,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ireland,13  %,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,Answer/report not provided,3.50,Answer/report not provided
Jamaica,Answer/report not provided,Answer/report not provided,Answer/report not provided
Japan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,8.81 %,19.69,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,41.00
Lebanon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lesotho,Answer/report not provided,Answer/report not provided,Answer/report not provided
Libyan Arab Jamahiriya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mexico,Answer/report not provided,Answer/report not provided,Answer/report not provided
Micronesia (Federated States of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Mongolia,Answer/report not provided,Answer/report not provided,0.00005
Montenegro,7-9 %,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute? 11 %,Answer/report not provided,Answer/report not provided
New Zealand,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?  %,Answer/report not provided,Answer/report not provided
Oman,Answer/report not provided,Answer/report not provided,Answer/report not provided
Pakistan,5  %,5.00,Answer/report not provided
Palau,Answer/report not provided,Answer/report not provided,Answer/report not provided
Panama,% 28 .,28.60,28.6
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Poland,13,16,Answer/report not provided
Portugal,3  %,Answer/report not provided,Answer/report not provided
Qatar,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
Republic of Korea,If you answered “Yes” to question 2.6.2 what percentage of the national tobacco market do illicit tobacco products constitute?  %,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,13.71  %,Answer/report not provided,Answer/report not provided
Russian Federation,0 9 %,7.00,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,10,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,0.33
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,No official estimate on the size of the illicit market %,15,7.20
Spain,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute? 4.7 %,0.20,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ukraine,3.5 %,1.50,1.50
United Arab Emirates,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,10.00,12
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,%,Answer/report not provided,Answer/report not provided
Uzbekistan,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
Vanuatu,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,10,Answer/report not provided
Venezuela,If you answered “Yes” to question 2.6.2. what percentage of the national tobacco market do illicit tobacco products constitute?                  %,Answer/report not provided,Answer/report not provided
Viet Nam,20 %,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
