Party,2014,2012,2010
Lao People's Democratic Republic,Answer/report not provided,Indicator not used,Indicator not used
Latvia,Answer/report not provided,Indicator not used,Indicator not used
Lebanon,Answer/report not provided,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,Answer/report not provided,Indicator not used,Indicator not used
Lithuania,Answer/report not provided,Indicator not used,Indicator not used
Luxembourg,Answer/report not provided,Indicator not used,Indicator not used
Madagascar,Answer/report not provided,Indicator not used,Indicator not used
Malaysia,Develop Code of Conduct on the Prevention of Tobacco Industry Interference in Health Policymaking,Indicator not used,Indicator not used
Maldives,Answer/report not provided,Indicator not used,Indicator not used
Mali,Answer/report not provided,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,Answer/report not provided,Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Answer/report not provided,Indicator not used,Indicator not used
Mexico,Answer/report not provided,Indicator not used,Indicator not used
Micronesia (Federated States of),Answer/report not provided,Indicator not used,Indicator not used
Mongolia,Answer/report not provided,Indicator not used,Indicator not used
Montenegro,Answer/report not provided,Indicator not used,Indicator not used
Myanmar,Answer/report not provided,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Answer/report not provided,Indicator not used,Indicator not used
Netherlands,Answer/report not provided,Indicator not used,Indicator not used
New Zealand,"There are no government partnerships with the tobacco industry.
No incentives privileges benefits or preferential tax exemptions are granted to the tobacco industry.",Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Answer/report not provided,Indicator not used,Indicator not used
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Answer/report not provided,Indicator not used,Indicator not used
Oman,Answer/report not provided,Indicator not used,Indicator not used
Pakistan,Answer/report not provided,Indicator not used,Indicator not used
Palau,Answer/report not provided,Indicator not used,Indicator not used
Panama,"incluidas las siguientes. aunque no exclusivamente: 
informar y educar a los poderes públicos sobre la necesidad de proteger las políticas de control del tabaco; 

Se ha realizado seminarios y reuniones en las cuales se sensibiliza a los tomadores de decisión al respecto de las disposiciones del artículo 5.3 y sus directrices. 
En casos específicos se han remitido notas sobre la observancia del cumplimiento de las mismas. 
Estas recomendaciones se han efectuado con prioridad hacia las entidades con mayor grado de vinculación en la implementación de las diversas medidas establecidas en el CMCT.
En todas las acciones de capacitación dirigidas a personal de salud se incluye el tema de la interferencia de la industria tabacalera en las políticas de control de tabaco.

establecer medidas para limitar las interacciones con la industria tabacalera y presentar ejemplos de las que se hayan producido; 
En efecto se cuenta con una disposición que limita las interacciones de la Comisión Nacional para el Estudio del Tabaquismo con la industria tabacalera.

Rechazar las alianzas y los acuerdos/acuerdos voluntarios con la industria tabacalera que no sean vinculantes o de obligado cumplimiento; 
En Panamá no existe la práctica de acuerdos voluntarios con la industria tabacalera. 
En ocasiones previas a la ratificación del CMCT existieron algunos acuerdos que fueron revocados con la entrada en vigencia del CMCT (Yo tengo poder (MEDUCA – Despacho de la Primera Dama y el de las Granjas auto sostenibles con el Patronato de Nutrición. por ejemplo)

adoptar y aplicar un código de conducta para los funcionarios públicos. que prescriba las normas que deberían cumplir al tratar con la industria tabacalera. 
Mediante resolución de 745 de 16 de agosto de 2012 se establecieron medidas que limitan esta interacción a funcionarios del MINSA. las cuales se detallan. 

prohibir las contribuciones de la industria tabacalera a los partidos políticos. 
Sobre este tema no se ha avanzado actualmente.

No conceder incentivos. privilegios. ventajas o exenciones fiscales preferenciales a la industria tabacalera.
Existen acuerdos comerciales de vieja data con Centroamérica que establecen este tipo de medidas. 
En la actualidad se cuenta en el MINSA con un equipo de abogadas especialistas en materia comercial y que están vigilantes que en las negociaciones actuales no se otorguen beneficios de ninguna índole a la industria del tabaco.
Tenemos pendiente examinar la cuestión de los acuerdos previos para ver las formas posibles de eliminar dichas disposiciones.

Hay alguna industria tabacalera de propiedad estatal que lleve a cabo actividades en su jurisdicción y cómo se separan las funciones de supervisión de la industria tabacalera de propiedad estatal de la formulación de políticas de control del tabaco en el ámbito gubernamental. según proceda. 
En Panamá no se producen productos de tabaco por ninguna empresa estatal

Resumen de los aspectos más relevantes de la Resolución 745 de 2012. 
Se faculta a la Comisión Nacional para el Estudio del Tabaquismos con nuevas funciones de la comisión orientadas a la vigilancia del cumplimiento del CMCT e implementación de las directrices del artículo 5.3 a saber. entre otras:

Promover y enfatizar el cumplimiento del ordenamiento jurídico. normas. protocolos y acuerdos nacionales e internacionales. relativos al control del tabaco.

Asesorar. recomendar y aportar elementos para el seguimiento y vigilancia del cumplimiento de las recomendaciones emanadas de las Directrices del Artículo 5.3 aprobadas por la Conferencia de las Partes a saber:
Concientizar sobre la naturaleza adictiva y perjudicial de los productos de tabaco y sobre la interferencia de la industria tabacalera en las políticas de control del tabaco de las Partes.
Establecer medidas para limitar las interacciones con la industria tabacalera y asegurar la transparencia de las que se produzcan.
Rechazar las alianzas y los acuerdos con la industria tabacalera que no sean vinculantes o de obligado cumplimiento.
Evitar conflictos de intereses para los funcionarios y empleados públicos.
Exigir que la información proporcionada por la industria tabacalera sea transparente y precisa.
Desnormalizar y en la medida de lo posible reglamentar las actividades que la industria tabacalera describe como «socialmente responsables». incluidas las actividades descritas como de «responsabilidad social institucional». pero no limitadas a éstas.
No conceder trato preferente a la industria tabacalera.
Tratar a la industria tabacalera de propiedad estatal de la misma manera que a cualquier otra industria tabacalera.

Dar seguimiento a las interacciones de la industria tabacalera con otras entidades públicas o semi públicas a fin proteger la salud pública de los intereses comerciales de la industria tabacalera. 

Adicionalmente. su articulado establece que con la finalidad de establecer medidas para limitar las interacciones con la industria tabacalera y asegurar la transparencia de la misma el Ministerio de Salud designa a esta Comisión como la entidad que atenderá en forma exclusiva a la industria tabacalera o a las personas o grupos que les representan u organizaciones afiliadas a ella. Para tales efectos:
La Comisión Salud interactuará con la industria tabacalera únicamente cuando y en la medida que sea estrictamente necesario para hacer posible una regulación eficaz de la industria tabacalera y los productos de tabaco.
Toda interacción entre la Comisión se realizará de modo transparente por lo cual:
En ningún caso un solo miembro de la Comisión podrá reunirse con la industria tabacalera o con personas. grupos que les representan u organizaciones afiliadas a ella. 
Las reuniones deberán tramitarse mediante nota en las que se especifique la agenda de la misma no pudiendo tratarse temas adicionales a aquellos que generaron la convocatoria. 
La Comisión levantará un acta de reunión que reposará en los archivos de la Dirección General de Salud Pública y en los casos requeridos podrán hacerse públicas por disposiciones internas de la Comisión. de la DIGESA o a solicitud de organizaciones reconocidas como líderes en la implementación del CMCT. sus protocolos y/o directrices.
Ningún miembro de la Comisión podrá tener o haber tenido en los últimos 3 años previos y posteriores a su designación relaciones laborales con la industria tabacalera o con personas o grupos que la representan u organizaciones afiliadas a ella.",Indicator not used,Indicator not used
Papua New Guinea,Legislation to be passed parliament advocacy is planned on Tobacco industry interference and harms of tobacco use.,Indicator not used,Indicator not used
Paraguay,Answer/report not provided,Indicator not used,Indicator not used
Peru,Answer/report not provided,Indicator not used,Indicator not used
Philippines,"The significant impact of the CSC-DOH Joint Memorandum that adopted the FCTC Article 5.3 may best be exemplified in the recent experience of the Province of Albay in December 2011. During a public hearing on the proposed 100% smoke-free ordinance in the provincial legislative council lawyers of the CSC and the DOH successfully invoked the provisions of the CSC-DOH Joint Memo in questioning the participation of lawyers from the Philip Morris Fortune Tobacco Corporation. 
The council barred the Philip Morris lawyers from actively participating and only allowed them to stay as mere observers. The province eventually enacted the ordinance in April 2012 with proposed provisions from the tobacco industry successfully removed.",Indicator not used,Indicator not used
Poland,Answer/report not provided,Indicator not used,Indicator not used
Portugal,"The tobacco Law that entered into force on the 1st of January 2008 prohibits tobacco industry from making information campaigns. Tobacco industry cannot sponsor any activities that directly or indirectly promote a tobacco product.
The general Directorate of Health published in 2013 guidelines for the implementation of smoking prevention initiatives at population level. These initiatives should be protected from conflict of interests with tobacco industry.
The members of the National Scientific Tobacco Prevention Board cannot have conflict of interest with tobacco industry.",Indicator not used,Indicator not used
Qatar,A briefing note was produced on tobacco consumption and exposure to tobacco smoke. the health risks and addictive nature and mortal threat continuing through awareness campaigns and also through the legislative. executive and administrative measures at the appropriate governmental level to protect all persons from exposure to tobacco smoke.,Indicator not used,Indicator not used
Republic of Korea,To prepare implementation of the article “Finding an effective strategy to implement the WHO FCTC Article 5.3” was conducted from July to December 2012. Please refer to Appendix 5.,Indicator not used,Indicator not used
Republic of Moldova,Answer/report not provided,Indicator not used,Indicator not used
Romania,Answer/report not provided,Indicator not used,Indicator not used
Russian Federation,"Article 8 from 23.02.2013 N 15-FZ ''on public health protection from exposure to environmental tobacco smoke and the consequences of tobacco consumption'' interactions of bodies of State power and bodies of local self-government with the tobacco companies'' says:
1. when interacting with individual entrepreneurs legal persons in the sphere of health protection of citizens from the effects of tobacco smoke and the effects of tobacco use bodies of State power and bodies of local self-government are required to ensure accountability and transparency of such interaction.
2. interaction of bodies of State power and bodies of local self-government with the tobacco companies on matters governed by this federal law shall be carried out in public and treatment of tobacco companies made in writing or in the form of electronic documents and responding to these requests are subject to placement on the official websites of the organs of State power and bodies of local self-government in the information and telecommunication network on the Internet.",Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Answer/report not provided,Indicator not used,Indicator not used
Sao Tome and Principe,In general the Ministry of Health has carried out awareness campaigns across the country as part of Health Education aimed at changing the behavior of the population,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Answer/report not provided,Indicator not used,Indicator not used
Serbia,Answer/report not provided,Indicator not used,Indicator not used
Seychelles,Answer/report not provided,Indicator not used,Indicator not used
Sierra Leone,Answer/report not provided,Indicator not used,Indicator not used
Singapore,Answer/report not provided,Indicator not used,Indicator not used
Slovakia,Answer/report not provided,Indicator not used,Indicator not used
Slovenia,Answer/report not provided,Indicator not used,Indicator not used
Solomon Islands,Answer/report not provided,Indicator not used,Indicator not used
South Africa,Answer/report not provided,Indicator not used,Indicator not used
Spain,La legislación española dirige las actividades políticas y administrativas de forma que los intereses de los sectores no interfieran en las decisiones tomadas. En casos en los que el concurso de los sectores económicos sea necesario. se establece mediante acuerdos firmados o convenios que son documentos públicos. en virtud de la trasparencia. En consecuencia. las actividades se ajustan a la directriz. y a su vez se tiene en cuenta la directriz a la hora de marcar las pautas de actuación.,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Suriname used the Guidelines for implementation of Article 5.3. of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Regarding 3.1.2.1: Sweden has not adopted any program or any legal measures explicitly aimed at protecting public health policies from commercial and other vested interests of the tobacco industry. There are however general rules of public law that have a similar effect. e.g. the principles of everyone''s equality before the law. objectivity and impartiality. Provisions relating to disqualification of officials due to personal interest serve a related purpose.,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Answer/report not provided,Indicator not used,Indicator not used
Thailand,"According to principle 1 Deliberation of Article 5.3 at National Committee on Tobacco Control meeting: prepare implementation plan to be submitted to Cabinet for further directives. Working closely with many organizations to Raise awareness about tobacco industry interference with tobacco control policies
According to principle 2(accountable and transparent) the Bureau of Tobacco Control. which is the National focal point. under Department of Disease Control. MOPH has Regulation for officials in interacting with the TI (No dialogue with the TI in policy development on tobacco control..No meeting between TI representative and the Minister or officials of the Ministry of Public Health. except for implementation of Tobacco Control Law)
According to principle 3 There is clear policy on exclusion of TI-affiliated organizations involvement in all tobacco control processes
According to principle 4 No policy on the disclosure and management of conflicts of interest but adopt and implement a code of conduct for public officials by Promulgation the Regulation of Department of Disease Control on Interacting with Tobacco Entrepreneurs and Related Persons B.E.2555 [2012] .however there are no guidelines for other government officials
According to principle 5 No law to require disclosure of TI activities to government or public
According to principle 6 Prohibit government organizations from accept donation from TI and Ban CSR publicity; Ban announcement or make publicity of sponsorship or other activities by tobacco company. including using company name. logo in electronic media.
According to principle 7 Tobacco industry is entitled to receive tax privilege in the duty free-zone similar to other industries. 
According to principle 8 TTM is treated in the same way as other tobacco industries. 
All TC policy apply to both TTCs and TTM
Those run TTM is not involved in TC policy development
No TTM in MOH-FCTC meeting",Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Answer/report not provided,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Answer/report not provided,Indicator not used,Indicator not used
Tonga,Answer/report not provided,Indicator not used,Indicator not used
Trinidad and Tobago,Answer/report not provided,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Answer/report not provided,Indicator not used,Indicator not used
Turkmenistan,Answer/report not provided,Indicator not used,Indicator not used
Tuvalu,Answer/report not provided,Indicator not used,Indicator not used
Uganda,Answer/report not provided,Indicator not used,Indicator not used
Ukraine,Answer/report not provided,Indicator not used,Indicator not used
United Arab Emirates,Answer/report not provided,Indicator not used,Indicator not used
United Kingdom,Answer/report not provided,Indicator not used,Indicator not used
United Republic of Tanzania,Answer/report not provided,Indicator not used,Indicator not used
Uruguay,Answer/report not provided,Indicator not used,Indicator not used
Uzbekistan,Answer/report not provided,Indicator not used,Indicator not used
Vanuatu,Under the part 2 of Tobacco Control Regulation Order 86. it offers the requirements for permitted forms of advertisement to protect public health policies.,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,Answer/report not provided,Indicator not used,Indicator not used
Yemen,Answer/report not provided,Indicator not used,Indicator not used
