Party,2014,2012,2010
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Answer/report not provided,Answer/report not provided,No
Iran (Islamic Republic of),Answer/report not provided,Answer/report not provided,Answer/report not provided
Iraq,Answer/report not provided,No,Answer/report not provided
Ireland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,No,Answer/report not provided
Italy,Answer/report not provided,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,Yes,Yes,Yes
Jordan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kazakhstan,No,Answer/report not provided,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kyrgyzstan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Yes,Answer/report not provided
Latvia,Answer/report not provided,Answer/report not provided,Yes
Lebanon,Answer/report not provided,No,No
Lesotho,No,No,No
Libyan Arab Jamahiriya,Yes,Answer/report not provided,Answer/report not provided
Lithuania,Yes,Yes,Yes
Luxembourg,Answer/report not provided,Answer/report not provided,Answer/report not provided
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,Answer/report not provided
Marshall Islands,Answer/report not provided,No,No
Mauritania,No,No,Answer/report not provided
Mauritius,Answer/report not provided,Answer/report not provided,No
Mexico,Answer/report not provided,No,No
Micronesia (Federated States of),Answer/report not provided,Answer/report not provided,No
Mongolia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Montenegro,Answer/report not provided,Answer/report not provided,Answer/report not provided
Myanmar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Yes,Yes,No
New Zealand,Answer/report not provided,Answer/report not provided,No
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Answer/report not provided,Answer/report not provided,Answer/report not provided
Niue,No,Answer/report not provided,No
Norway,Answer/report not provided,Answer/report not provided,No
Oman,No,Yes,No
Pakistan,No,No,Answer/report not provided
Palau,No,Answer/report not provided,No
Panama,Answer/report not provided,Answer/report not provided,Answer/report not provided
Papua New Guinea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,Answer/report not provided,Answer/report not provided
Philippines,No,Yes,Answer/report not provided
Poland,Yes,Answer/report not provided,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Answer/report not provided,No,Yes
Republic of Korea,No,No,Answer/report not provided
Republic of Moldova,Answer/report not provided,No,Answer/report not provided
Romania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,No,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,No,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,No,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,No,Answer/report not provided
Serbia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,No,No,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,No
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Answer/report not provided,Answer/report not provided,Answer/report not provided
The former Yugoslav Republic of Macedonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,Answer/report not provided,No
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkey,Answer/report not provided,Answer/report not provided,Answer/report not provided
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,No,No
United Arab Emirates,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,No,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Venezuela,Yes,No,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
