Party,2014,2012,2010
Kazakhstan,On November 22 2011 signed by Government Resolution ? 1366 ''On approval of rules for placing a pack of tobacco products tobacco product packaging information on the composition on the levels of tar nicotine and systemic poisons carcinogenic and mutagenic substances and health warnings'' demonstration that integrates three carcinogenic mutagenic substances and poisons on the pack tobacco packaging in April 2013.,Indicator not used,Indicator not used
Kenya,The guidelines have been used to draft legislation. The Tobacco industry keeps referring to the guidelines as not being legally binding,Indicator not used,Indicator not used
Kiribati,Answer/report not provided,Indicator not used,Indicator not used
Kuwait,Answer/report not provided,Indicator not used,Indicator not used
Kyrgyzstan,Answer/report not provided,Indicator not used,Indicator not used
Lao People's Democratic Republic,Answer/report not provided,Indicator not used,Indicator not used
Latvia,Answer/report not provided,Indicator not used,Indicator not used
Lebanon,Answer/report not provided,Indicator not used,Indicator not used
Lesotho,Answer/report not provided,Indicator not used,Indicator not used
Libyan Arab Jamahiriya,Answer/report not provided,Indicator not used,Indicator not used
Lithuania,Answer/report not provided,Indicator not used,Indicator not used
Luxembourg,Answer/report not provided,Indicator not used,Indicator not used
Madagascar,Answer/report not provided,Indicator not used,Indicator not used
Malaysia,Answer/report not provided,Indicator not used,Indicator not used
Maldives,Answer/report not provided,Indicator not used,Indicator not used
Mali,Answer/report not provided,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,Answer/report not provided,Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Answer/report not provided,Indicator not used,Indicator not used
Mexico,"Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Leyes.aspx 
Reglamento de la Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Reglamentos.aspx",Indicator not used,Indicator not used
Micronesia (Federated States of),Answer/report not provided,Indicator not used,Indicator not used
Mongolia,The State Administrative Body in charge of inspection shall issue certificate on sanitary condition for tobacco manufacturing import export trade and toxic ingredient of tobacco by each brand of tobacco.,Indicator not used,Indicator not used
Montenegro,Answer/report not provided,Indicator not used,Indicator not used
Myanmar,Answer/report not provided,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Answer/report not provided,Indicator not used,Indicator not used
Netherlands,Answer/report not provided,Indicator not used,Indicator not used
New Zealand,Answer/report not provided,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Answer/report not provided,Indicator not used,Indicator not used
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Answer/report not provided,Indicator not used,Indicator not used
Oman,Answer/report not provided,Indicator not used,Indicator not used
Pakistan,Answer/report not provided,Indicator not used,Indicator not used
Palau,Answer/report not provided,Indicator not used,Indicator not used
Panama,"En cuanto al uso de las directrices se indica que:
prohibir o restringir los ingredientes de los productos de tabaco enumerados en la sección 3.1.2 de las Directrices parciales; 
Contamos con un proyecto de Ley que considera los aspectos contenidos en la sección 3.1.2 pero el mismo aún no ha sido aprobado.

realizar visitas a los establecimientos de fabricación para verificar si se están utilizando ingredientes prohibidos o restringidos; 
Contamos con un proyecto de Ley que considera los aspectos contenidos en la sección 3.1.2 pero el mismo aún no ha sido aprobado.

exigir que los cigarrillos comercializados en el mercado de su país observen las normas relativas a la tendencia reducida a la ignición. 
Este tema no ha sido considerado aún.

Existe algún laboratorio en su jurisdicción con capacidad para efectuar las mediciones relativas al contenido y las emisiones de los productos de tabaco. si se trata de un laboratorio gubernamental o de un laboratorio independiente que pertenezca a la industria tabacalera y esté bajo su control. 
No se cuenta con ningún laboratorio con estas capacidades en el país.",Indicator not used,Indicator not used
Papua New Guinea,Answer/report not provided,Indicator not used,Indicator not used
Paraguay,Hasta la fecha no se ha tomado ninguna muestra ni analizado ningún producto de tabaco. por la dirección citada.,Indicator not used,Indicator not used
Peru,Answer/report not provided,Indicator not used,Indicator not used
Philippines,Answer/report not provided,Indicator not used,Indicator not used
Poland,Answer/report not provided,Indicator not used,Indicator not used
Portugal,Current legislation requires manufacturers and importers to provide the list of ingredients which is subsequently disclosed to the public (without trade secrets). The ingredients carbon monoxide nicotine and tar are regulated. There is no legislation on other emissions and flavors.,Indicator not used,Indicator not used
Qatar,Answer/report not provided,Indicator not used,Indicator not used
Republic of Korea,Two provisions with respect to reduced ignition propensity (RIP) cigarette were newly established on Article 11 of Tobacco Business Act; manufacture and import of reduced ignition propensity and its performance certification on article 11(5) and designation of certification authority to fire prevention performance on article 11(6).(inserted on January 21 2014 entry into force on July 22 2015,Indicator not used,Indicator not used
Republic of Moldova,Answer/report not provided,Indicator not used,Indicator not used
Romania,Answer/report not provided,Indicator not used,Indicator not used
Russian Federation,Answer/report not provided,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Answer/report not provided,Indicator not used,Indicator not used
Sao Tome and Principe,Answer/report not provided,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Answer/report not provided,Indicator not used,Indicator not used
Serbia,Answer/report not provided,Indicator not used,Indicator not used
Seychelles,Answer/report not provided,Indicator not used,Indicator not used
Sierra Leone,"There is no policy in place requiring importers of tobacco products to disclose information on the contents of tobacco products to government authorities and the public.
There is no relevant legislation and/or regulations in place pertaining to the contents and emissions of tobacco products and there are no limits set by law for tar nicotine carbon monoxide or any other ingredients of tobacco products.",Indicator not used,Indicator not used
Singapore,Answer/report not provided,Indicator not used,Indicator not used
Slovakia,Answer/report not provided,Indicator not used,Indicator not used
Slovenia,Answer/report not provided,Indicator not used,Indicator not used
Solomon Islands,Answer/report not provided,Indicator not used,Indicator not used
South Africa,The reduced ignition propensity regulations are consistent with the recommendations of Article 9 Guidelines.,Indicator not used,Indicator not used
Spain,La regulación en España es trasposición de la Directiva 2001/37/CE. en cuya preparación no existía el FCTC. Actualmente se está llevando a cabo una revisión de dicha directiva. en cuyo proyecto se están plasmando los criterios y recomendaciones dadas en las directrices de desarrollo de los artículos 9 y 10. tanto en la limitación de ingredientes como en la divulgación al público.,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Suriname used the Guidelines for implementation of Article 9 and 10 of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Answer/report not provided,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Answer/report not provided,Indicator not used,Indicator not used
Thailand,Studying feasibility on regulation for Reduced ignition propensity (RIP) cigarettes .,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Answer/report not provided,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Les directives ont été utilisées pour la rédaction de la loi et de ses 5 décrets d’application,Indicator not used,Indicator not used
Tonga,Answer/report not provided,Indicator not used,Indicator not used
Trinidad and Tobago,Answer/report not provided,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Answer/report not provided,Indicator not used,Indicator not used
Turkmenistan,Answer/report not provided,Indicator not used,Indicator not used
Tuvalu,Ministry of health public health team has conducted presentations and talks/discussions with schools youth and communities.,Indicator not used,Indicator not used
Uganda,It''s all done by the tobacco industry as fulfilment of regulation as required by the government,Indicator not used,Indicator not used
Ukraine,Answer/report not provided,Indicator not used,Indicator not used
United Arab Emirates,Answer/report not provided,Indicator not used,Indicator not used
United Kingdom,Activities of the WHO working group on Ariticles 9 and 10 including any guidelines produced by the working group in relation to Article 9 are closely monitored and considered alongside other developments within the EU as well as at national level.,Indicator not used,Indicator not used
United Republic of Tanzania,Answer/report not provided,Indicator not used,Indicator not used
Uruguay,Answer/report not provided,Indicator not used,Indicator not used
Uzbekistan,Answer/report not provided,Indicator not used,Indicator not used
Vanuatu,Testing and measuring of contents of tobacco products was addressed in part 3 of the Tobacco Control Regulation Order No 86.   Under the Vanuatu Tobacco Control Act. it states that the conference of the Parties. in consultation with competent international bodies. shall propose guidelines for testing and measuring the contents and emissions of tobacco products. and for the regulation of these contents and emissions.,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,The guideline has been translated into local language and disseminated,Indicator not used,Indicator not used
Yemen,Answer/report not provided,Indicator not used,Indicator not used
