Party,2014,2012,2010
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Yes,Indicator not used,Indicator not used
Oman,Yes,Indicator not used,Indicator not used
Pakistan,No,Indicator not used,Indicator not used
Palau,No,Indicator not used,Indicator not used
Panama,Yes,Indicator not used,Indicator not used
Papua New Guinea,No,Indicator not used,Indicator not used
Paraguay,No,Indicator not used,Indicator not used
Peru,No,Indicator not used,Indicator not used
Philippines,Answer/report not provided,Indicator not used,Indicator not used
Poland,Yes,Indicator not used,Indicator not used
Portugal,Answer/report not provided,Indicator not used,Indicator not used
Qatar,Answer/report not provided,Indicator not used,Indicator not used
Republic of Korea,Yes,Indicator not used,Indicator not used
Republic of Moldova,Yes,Indicator not used,Indicator not used
Romania,Yes,Indicator not used,Indicator not used
Russian Federation,No,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,No,Indicator not used,Indicator not used
Sao Tome and Principe,No,Indicator not used,Indicator not used
Saudi Arabia,Yes,Indicator not used,Indicator not used
Senegal,Yes,Indicator not used,Indicator not used
Serbia,No,Indicator not used,Indicator not used
Seychelles,Yes,Indicator not used,Indicator not used
Sierra Leone,No,Indicator not used,Indicator not used
Singapore,No,Indicator not used,Indicator not used
Slovakia,Yes,Indicator not used,Indicator not used
Slovenia,Yes,Indicator not used,Indicator not used
Solomon Islands,Yes,Indicator not used,Indicator not used
South Africa,Yes,Indicator not used,Indicator not used
Spain,Yes,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Yes,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,No,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Yes,Indicator not used,Indicator not used
Thailand,Yes,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Yes,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Yes,Indicator not used,Indicator not used
Tonga,Yes,Indicator not used,Indicator not used
Trinidad and Tobago,No,Indicator not used,Indicator not used
Tunisia,Yes,Indicator not used,Indicator not used
Turkey,Yes,Indicator not used,Indicator not used
Turkmenistan,Yes,Indicator not used,Indicator not used
Tuvalu,No,Indicator not used,Indicator not used
Uganda,No,Indicator not used,Indicator not used
Ukraine,Yes,Indicator not used,Indicator not used
United Arab Emirates,Yes,Indicator not used,Indicator not used
United Kingdom,Yes,Indicator not used,Indicator not used
United Republic of Tanzania,No,Indicator not used,Indicator not used
Uruguay,No,Indicator not used,Indicator not used
Uzbekistan,No,Indicator not used,Indicator not used
Vanuatu,Yes,Indicator not used,Indicator not used
Venezuela,No,Indicator not used,Indicator not used
Viet Nam,Yes,Indicator not used,Indicator not used
Yemen,Yes,Indicator not used,Indicator not used
