Party,2014,2012,2010
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,No,Answer/report not provided
Tonga,No,No,No
Trinidad and Tobago,Answer/report not provided,No,No
Tunisia,No,No,Answer/report not provided
Turkey,No,No,No
Turkmenistan,No,Answer/report not provided,Answer/report not provided
Tuvalu,No,Answer/report not provided,Answer/report not provided
Uganda,No,Answer/report not provided,Answer/report not provided
Ukraine,Yes,Yes,Yes
United Arab Emirates,Answer/report not provided,No,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,No,No,Answer/report not provided
Uruguay,Answer/report not provided,No,No
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,No,Yes,Answer/report not provided
Venezuela,No,Answer/report not provided,Answer/report not provided
Viet Nam,Yes,No,No
Yemen,No,No,Answer/report not provided
