Party,2014,2012,2010
Malaysia,"Malaysia is planning to incorporate equir=t smoking services with quit line services in order to increase the number of quitters. 
Previously infoline system has been implemented where patients can get information and this system will be upgraded to quitline within 2014.",Indicator not used,Indicator not used
Maldives,Answer/report not provided,Indicator not used,Indicator not used
Mali,Answer/report not provided,Indicator not used,Indicator not used
Malta,Answer/report not provided,Indicator not used,Indicator not used
Marshall Islands,Answer/report not provided,Indicator not used,Indicator not used
Mauritania,Answer/report not provided,Indicator not used,Indicator not used
Mauritius,Answer/report not provided,Indicator not used,Indicator not used
Mexico,Se aplican las directrices del Articulo 14 del Convenio Marco para el Control del Tabaco de la OMS. consejería breve,Indicator not used,Indicator not used
Micronesia (Federated States of),Answer/report not provided,Indicator not used,Indicator not used
Mongolia,Answer/report not provided,Indicator not used,Indicator not used
Montenegro,Answer/report not provided,Indicator not used,Indicator not used
Myanmar,Answer/report not provided,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Answer/report not provided,Indicator not used,Indicator not used
Netherlands,Answer/report not provided,Indicator not used,Indicator not used
New Zealand,Answer/report not provided,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Answer/report not provided,Indicator not used,Indicator not used
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Answer/report not provided,Indicator not used,Indicator not used
Oman,Answer/report not provided,Indicator not used,Indicator not used
Pakistan,Answer/report not provided,Indicator not used,Indicator not used
Palau,Answer/report not provided,Indicator not used,Indicator not used
Panama,"En atención a las preguntas de las Guía indicamos que las Directrices del Artículo 14 se han aplicado en los siguientes términos:.
Se ha realizado un análisis de la situación nacional respecto del abandono del tabaco y el tratamiento de la dependencia.
Las clínicas de cesación se iniciaron en el 2010 contándose al momento con 36 en funcionamiento.
En estos momentos se está en proceso de realizar una evaluación de la situación nacional sobre el abandono del tabaco y una revisión de la normativa de las clínicas. 
Se mantiene un sistema de información actualizada y de fácil acceso acerca de los servicios disponibles para fomentar el abandono del tabaco.
Se cuenta con un equipo nacional ubicado en el Programa Nacional de Salud Mental del MINSA. Este equipo lleva registros acerca de los servicios. sin embargo la información no está sistematizada. 
Se ha elaborado y aplicado una estrategia nacional para el abandono del tabaco.
Si se cuenta con una estrategia nacional para el abandono del tabaco. El abandono del tabaco es mandato de la legislación nacional y es parte integral del plan quinquenal para el control de tabaco.
En este sentido la Ley 13 de 2008 establece en su artículo 15 que “el Estado diseñará y aplicará programas de promoción del abandono del consumo de tabaco. Para este propósito. adoptará las medidas necesarias a fin de que el sector público de salud facilite el acceso a tratamientos contra la dependencia del tabaco. incluidos productos farmacéuticos. con la finalidad de disminuir la dependencia del tabaco en la Población”.
Por otro lado. el Decreto Ejecutivo 230 de 2008 indica en sus artículos 21 y 22:
Artículo 21. Las instituciones proveedoras de servicios de salud que integran la red de servicios del Ministerio de Salud y la Caja de Seguro Social aplicarán programas de abandono del consumo de tabaco. Para tales efectos. se ejecutaran las siguientes acciones:
a. La Dirección General de Salud Pública diseñará participativamente un Programa Integral de Abandono del Consumo de Tabaco. Dicho programa será presentado a las autoridades competentes. en un término no mayor de tres (3) meses de la entrada en vigencia de este Decreto.
b. La Dirección de Provisión de Servicios de Salud del Ministerio de Salud y la Dirección de Servicios y Prestaciones.
Médicas de la Caja de Seguro Social. adoptarán las medidas necesarias para el funcionamiento óptimo de las clínicas de cesación en instalaciones ambulatorias del primer y segundo nivel de atención en todo el territorio nacional. así como en
entidades especializadas en el manejo de las adicciones. en un término no mayor de seis (6) meses posteriores a la aprobación del Programa Integral de Abandono del Consumo de Tabaco al que se refiere el literal a del presente artículo. Dichas clínicas ofrecerán tratamientos integrales a la población de fumadores que demanden sus servicios.
c. Las unidades docentes correspondientes realizarán los cursos de capacitación y adiestramiento al personal requerido para el buen desempeño de estas clínicas. Las mismas deberán contar como mínimo con un médico. un psicólogo. un trabajador social y una enfermera.
d. Los dispensarios. puestos y sub centros de salud desarrollarán únicamente el componente de promoción del abandono del consumo de tabaco contenido en el Programa en comento.
e. Los funcionarios públicos de salud tendrán acceso a las clínicas de cesación de conformidad con lo establecido en el artículo 165 de la Ley 9 de 1994.
Artículo 22. El Ministerio de Salud y la Caja de Seguro Social para garantizar la articulación intersectorial. en la formulación de políticas de cesación del tabaquismo consolidará alianzas estratégicas para la comunión de esfuerzos y recursos con las organizaciones no gubernamentales relacionadas con el tema de control de tabaco. de conformidad con lo dispuesto en el numeral 3 del artículo 5 de la Ley 40 de 7 de julio de 2004. para el desarrollo del Programa Integral de Abandono del Consumo de Tabaco.
Para dar cumplimiento a las disposiciones precitadas el Programa Nacional de Salud Mental. una vez aprobada las normas de cesación. se abocó a desarrollar un proceso de capacitación región por región para la organización y puesta en funcionamiento de las clínicas. levanto las necesidades de insumo. medicamentos y equipamiento biomédico y no biomédico. Las mismas fueron presentadas ante la Dirección Nacional de Provisión de Servicios y ante la Comisión Nacional para el estudio del Tabaquismo en Panamá. con la consiguiente gestión de recursos para su puesta en marcha.
En la revisión del modelo de atención individual. familiar y comunitario y como parte de la estrategia de desarrollo de la red ambulatoria de servicios de salud. se integraron las clínicas de cesación. Las mismas se han incluido en todas las nuevas infraestructura de salud que se está construyendo el MINSA en el país. tanto de I nivel de atención como del II (hospitalarias).

Se exige que sea obligatorio dejar constancia del consumo del tabaco en las historias clínicas.
Sí. La historia clínica contempla el registro del dato tanto para la población adulta como para los menores de edad.
Se vigila en las auditorias de expediente la constancia del registro del consumo de tabaco.
En el formulario de registro estadístico debe reportarse el diagnóstico de tabaquismo.

Se ha integrado el consejo breve en las estructuras del sistema de atención de salud enumeradas en la pregunta 3.2.8.6
El MINSA y la CSS han integrado la consejería breve antitabaco. la cual es parte de las normas del programa de cesación.
La Encuesta de tabaco en Adultos. 2013 reveló que seis de cada 10 fumadores recibió consejería de parte de un proveedor de salud para dejar de fumar y un 12% recibió orientación/asesoramiento de un tercero; pero solo cerca de 4 de cada 10 fumadores lo intentó en los últimos 12 meses. 
Se ha utilizado algún enfoque innovador para promover el abandono del tabaco (por ejemplo. el envío de mensajes de texto a teléfonos móviles. apoyo comportamental en línea. uso de medios electrónicos)
Al momento estas metodologías aún no han sido exploradas. Se remiten mensajes en toda publicidad que es emitida. sea por televisión. radio. prensa escrita u otro medio. 

Se siguen de cerca y evalúan las estrategias y programas relacionados con el abandono y el tratamiento de la dependencia del tabaco. 
Cada coordinador de la clínica de cesación sigue de cerca su proceso de implementación de las clínicas de cesación y el Programa Nacional de Salud Mental realiza 2 supervisiones por año a dichas clínicas para conocer los avances y limitaciones; así como para ofrecer asesoría técnica en casos requerido.",Indicator not used,Indicator not used
Papua New Guinea,Answer/report not provided,Indicator not used,Indicator not used
Paraguay,Answer/report not provided,Indicator not used,Indicator not used
Peru,Answer/report not provided,Indicator not used,Indicator not used
Philippines,Answer/report not provided,Indicator not used,Indicator not used
Poland,Answer/report not provided,Indicator not used,Indicator not used
Portugal,Some aspects of the guidelines are already met such as the existence of a national coordinating body for guidance of health professional interventions in smoking cessation. The development of a vocational training curriculum does not yet cover all pre- professional and professional schools in the health area. There is a network of medical consultations for intensive smoking cessation care at national level in the National Health Services. These intensive care consultations are payment free for the users.,Indicator not used,Indicator not used
Qatar,Answer/report not provided,Indicator not used,Indicator not used
Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Republic of Moldova,Answer/report not provided,Indicator not used,Indicator not used
Romania,Answer/report not provided,Indicator not used,Indicator not used
Russian Federation,Answer/report not provided,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Answer/report not provided,Indicator not used,Indicator not used
Sao Tome and Principe,Answer/report not provided,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Answer/report not provided,Indicator not used,Indicator not used
Serbia,Answer/report not provided,Indicator not used,Indicator not used
Seychelles,Answer/report not provided,Indicator not used,Indicator not used
Sierra Leone,Answer/report not provided,Indicator not used,Indicator not used
Singapore,Answer/report not provided,Indicator not used,Indicator not used
Slovakia,Answer/report not provided,Indicator not used,Indicator not used
Slovenia,Answer/report not provided,Indicator not used,Indicator not used
Solomon Islands,Answer/report not provided,Indicator not used,Indicator not used
South Africa,Answer/report not provided,Indicator not used,Indicator not used
Spain,Answer/report not provided,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Suriname used the Guidelines for implementation of Article 14 of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Answer/report not provided,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Answer/report not provided,Indicator not used,Indicator not used
Thailand,Answer/report not provided,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Answer/report not provided,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Answer/report not provided,Indicator not used,Indicator not used
Tonga,Answer/report not provided,Indicator not used,Indicator not used
Trinidad and Tobago,Answer/report not provided,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Answer/report not provided,Indicator not used,Indicator not used
Turkmenistan,Answer/report not provided,Indicator not used,Indicator not used
Tuvalu,Answer/report not provided,Indicator not used,Indicator not used
Uganda,Answer/report not provided,Indicator not used,Indicator not used
Ukraine,The Guidelines were used for the national guidelines,Indicator not used,Indicator not used
United Arab Emirates,Answer/report not provided,Indicator not used,Indicator not used
United Kingdom,The National Institute for Health and Clinical Excellence (NICE) has continued to deliver Public Health Guidance on the management and treatment of tobacco dependence. All NICE guidance is available online and is supported by its sponsors the Department of Health and other ministerial and arms-length non-executive bodies such as Public Health England,Indicator not used,Indicator not used
United Republic of Tanzania,Answer/report not provided,Indicator not used,Indicator not used
Uruguay,Answer/report not provided,Indicator not used,Indicator not used
Uzbekistan,Answer/report not provided,Indicator not used,Indicator not used
Vanuatu,Under the Tobacco Control Act 19. Article 14 (1-2) describes in details the   requirements to be done within health system concerning tobacco dependence and cessation.,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,The guideline has been translated into local language and disseminated,Indicator not used,Indicator not used
Yemen,Answer/report not provided,Indicator not used,Indicator not used
