Party,2014,2012,2010
Suriname,Yes,Yes,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Yes
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Yes
Tajikistan,Yes,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,Yes,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Yes,Yes,Yes
Tonga,Yes,Yes,Yes
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,Yes,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,Yes,Yes,Answer/report not provided
Uganda,Yes,Answer/report not provided,Answer/report not provided
Ukraine,Answer/report not provided,No,No
United Arab Emirates,Yes,Yes,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Yes,Yes,Yes
Uzbekistan,Yes,Answer/report not provided,Answer/report not provided
Vanuatu,Yes,Yes,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Yes,Yes,Yes
Yemen,Yes,Yes,Answer/report not provided
