Party,2014,2012,2010
Mexico,"Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Leyes.aspx 
Reglamento de la Ley General para el Control del Tabaco:
http://www.cofepris.gob.mx/MJ/Paginas/Reglamentos.aspx",Indicator not used,Indicator not used
Micronesia (Federated States of),Answer/report not provided,Indicator not used,Indicator not used
Mongolia,Answer/report not provided,Indicator not used,Indicator not used
Montenegro,Answer/report not provided,Indicator not used,Indicator not used
Myanmar,Answer/report not provided,Indicator not used,Indicator not used
Namibia,Answer/report not provided,Indicator not used,Indicator not used
Nauru,Answer/report not provided,Indicator not used,Indicator not used
Nepal,Answer/report not provided,Indicator not used,Indicator not used
Netherlands,Answer/report not provided,Indicator not used,Indicator not used
New Zealand,Section 35 of the Smoke-free Environments Act 1990 requires tobacco product manufacturers and importers to provide an annual report that includes information on additives to tobacco products and the emission levels for tar nicotine and CO for cigarettes. There is a requirement for the returns to be placed on a Ministry of Health website – see http://www.health.govt.nz/our-work/preventative-health-wellness/tobacco-control/tobacco-returns/tobacco-returns-2012 . The link for 2012 includes an analysis of the tobacco returns.,Indicator not used,Indicator not used
Niger,Answer/report not provided,Indicator not used,Indicator not used
Nigeria,Answer/report not provided,Indicator not used,Indicator not used
Niue,Answer/report not provided,Indicator not used,Indicator not used
Norway,Answer/report not provided,Indicator not used,Indicator not used
Oman,Answer/report not provided,Indicator not used,Indicator not used
Pakistan,Answer/report not provided,Indicator not used,Indicator not used
Palau,Answer/report not provided,Indicator not used,Indicator not used
Panama,"Especificar cómo se vigila el cumplimiento de las disposiciones sobre las pruebas y las mediciones del contenido y las emisiones de los productos de tabaco en su jurisdicción. y cómo se aplican tales disposiciones. 
Actualmente no se vigila este aspecto. son elementos contenidos en el proyecto de Ley aún no aprobado y se basan en los elementos técnicos establecidos en las directrices parciales para los artículos 9 y 10.
 el objetivo principal de exigir la divulgación de información a las autoridades gubernamentales es obtener de los fabricantes e importadores información de interés sobre el contenido y las emisiones de los productos de tabaco. así como sobre su toxicidad y poder adictivo. Esa información se requiere para elaborar y aplicar las políticas. actividades y reglamentaciones pertinentes. por ejemplo. para realizar un análisis más pormenorizado del contenido y las emisiones de los productos de tabaco. seguir de cerca las tendencias del mercado y evaluar las reclamaciones de la industria tabacalera. 

Estas exigencias son parte del Proyecto de Ley aún no aprobado",Indicator not used,Indicator not used
Papua New Guinea,Answer/report not provided,Indicator not used,Indicator not used
Paraguay,Answer/report not provided,Indicator not used,Indicator not used
Peru,Answer/report not provided,Indicator not used,Indicator not used
Philippines,Answer/report not provided,Indicator not used,Indicator not used
Poland,Answer/report not provided,Indicator not used,Indicator not used
Portugal,Current legislation requires manufacturers and importers to provide the list of ingredients which is subsequently disclosed to the public (without trade secrets). The ingredients carbon monoxide nicotine and tar are regulated. There is no legislation on other emissions and flavors.,Indicator not used,Indicator not used
Qatar,The unit for tobacco control follows a process to see the imported consignment meets the required standards. in coordination with the standards and specifications management.,Indicator not used,Indicator not used
Republic of Korea,Answer/report not provided,Indicator not used,Indicator not used
Republic of Moldova,Answer/report not provided,Indicator not used,Indicator not used
Romania,Answer/report not provided,Indicator not used,Indicator not used
Russian Federation,Answer/report not provided,Indicator not used,Indicator not used
Rwanda,Answer/report not provided,Indicator not used,Indicator not used
Saint Kitts and Nevis,Answer/report not provided,Indicator not used,Indicator not used
Saint Lucia,Answer/report not provided,Indicator not used,Indicator not used
Saint Vincent and the Grenadines,Answer/report not provided,Indicator not used,Indicator not used
Samoa,Answer/report not provided,Indicator not used,Indicator not used
San Marino,Answer/report not provided,Indicator not used,Indicator not used
Sao Tome and Principe,Answer/report not provided,Indicator not used,Indicator not used
Saudi Arabia,Answer/report not provided,Indicator not used,Indicator not used
Senegal,Answer/report not provided,Indicator not used,Indicator not used
Serbia,Answer/report not provided,Indicator not used,Indicator not used
Seychelles,Answer/report not provided,Indicator not used,Indicator not used
Sierra Leone,Answer/report not provided,Indicator not used,Indicator not used
Singapore,Answer/report not provided,Indicator not used,Indicator not used
Slovakia,Answer/report not provided,Indicator not used,Indicator not used
Slovenia,Answer/report not provided,Indicator not used,Indicator not used
Solomon Islands,Answer/report not provided,Indicator not used,Indicator not used
South Africa,Answer/report not provided,Indicator not used,Indicator not used
Spain,La regulación en España es trasposición de la Directiva 2001/37/CE. en cuya preparación no existía el FCTC. Actualmente se está llevando a cabo una revisión de dicha directiva. en cuyo proyecto se están plasmando los criterios y recomendaciones dadas en las directrices de desarrollo de los artículos 9 y 10. tanto en la limitación de ingredientes como en la divulgación al público,Indicator not used,Indicator not used
Sri Lanka,Answer/report not provided,Indicator not used,Indicator not used
Sudan,Answer/report not provided,Indicator not used,Indicator not used
Suriname,Suriname used the Guidelines for implementation of Article 9 and 10 of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law,Indicator not used,Indicator not used
Swaziland,Answer/report not provided,Indicator not used,Indicator not used
Sweden,Answer/report not provided,Indicator not used,Indicator not used
Syrian Arab Republic,Answer/report not provided,Indicator not used,Indicator not used
Tajikistan,Answer/report not provided,Indicator not used,Indicator not used
Thailand,Answer/report not provided,Indicator not used,Indicator not used
The former Yugoslav Republic of Macedonia,Answer/report not provided,Indicator not used,Indicator not used
Timor-Leste,Answer/report not provided,Indicator not used,Indicator not used
Togo,Answer/report not provided,Indicator not used,Indicator not used
Tonga,Answer/report not provided,Indicator not used,Indicator not used
Trinidad and Tobago,Answer/report not provided,Indicator not used,Indicator not used
Tunisia,Answer/report not provided,Indicator not used,Indicator not used
Turkey,Answer/report not provided,Indicator not used,Indicator not used
Turkmenistan,Answer/report not provided,Indicator not used,Indicator not used
Tuvalu,Answer/report not provided,Indicator not used,Indicator not used
Uganda,Answer/report not provided,Indicator not used,Indicator not used
Ukraine,Answer/report not provided,Indicator not used,Indicator not used
United Arab Emirates,Answer/report not provided,Indicator not used,Indicator not used
United Kingdom,Activities of the WHO working group on Ariticles 9 and 10 including any guidelines produced by the working group in relation to Article 10 are being monitored and considered alongside other developments within the EU as well as at national level,Indicator not used,Indicator not used
United Republic of Tanzania,Answer/report not provided,Indicator not used,Indicator not used
Uruguay,Answer/report not provided,Indicator not used,Indicator not used
Uzbekistan,Answer/report not provided,Indicator not used,Indicator not used
Vanuatu,In the Article 10 under Vanuatu Tobacco Control Act 19 agrees that each party should. in accordance with its national law. adopt and implement effective legislative. executive. administrative or other measures requiring manufacturers and importers of tobacco products to disclose to governmental authorities information about the contents and emissions of tobacco products.,Indicator not used,Indicator not used
Venezuela,Answer/report not provided,Indicator not used,Indicator not used
Viet Nam,The guideline has been translated into local language and disseminated,Indicator not used,Indicator not used
Yemen,Answer/report not provided,Indicator not used,Indicator not used
