Party,2014,2012,2010
Georgia,No,No,Answer/report not provided
Germany,No,No,No
Ghana,No,No,No
Greece,No,No,Answer/report not provided
Grenada,Not applicable,Answer/report not provided,Answer/report not provided
Guatemala,No,No,Answer/report not provided
Guyana,Answer/report not provided,No,No
Honduras,Yes,Yes,Yes
Hungary,No,No,No
Iceland,Not applicable,Not applicable,Answer/report not provided
India,No,No,Yes
Iran (Islamic Republic of),No,No,Answer/report not provided
Iraq,No,Not applicable,Answer/report not provided
Ireland,Not applicable,Not applicable,Not applicable
Israel,Answer/report not provided,Not applicable,Answer/report not provided
Italy,Yes,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,No
Jordan,No,No,No
Kazakhstan,No,No,Answer/report not provided
Kenya,No,Answer/report not provided,No
Kiribati,Not applicable,Answer/report not provided,Answer/report not provided
Kuwait,Not applicable,Not applicable,Not applicable
Kyrgyzstan,No,No,Answer/report not provided
Lao People's Democratic Republic,No,No,Answer/report not provided
Latvia,Not applicable,No,No
Lebanon,No,No,No
Lesotho,No,Answer/report not provided,Not applicable
Libyan Arab Jamahiriya,Not applicable,Not applicable,Answer/report not provided
Lithuania,Not applicable,Not applicable,Not applicable
Luxembourg,Not applicable,Not applicable,Not applicable
Madagascar,Not applicable,Not applicable,Not applicable
Malaysia,Yes,Yes,Yes
Maldives,Not applicable,Answer/report not provided,Answer/report not provided
Mali,No,No,Answer/report not provided
Malta,Not applicable,Not applicable,Not applicable
Marshall Islands,Not applicable,Not applicable,Not applicable
Mauritania,Not applicable,Not applicable,Answer/report not provided
Mauritius,No,No,No
Mexico,Answer/report not provided,No,No
Micronesia (Federated States of),No,No,Answer/report not provided
Mongolia,No,No,No
Montenegro,No,No,No
Myanmar,Not applicable,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Not applicable,Not applicable
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Yes,No,Answer/report not provided
Netherlands,Not applicable,Not applicable,Not applicable
New Zealand,Not applicable,Not applicable,Not applicable
Niger,Answer/report not provided,No,Answer/report not provided
Nigeria,No,Answer/report not provided,Answer/report not provided
Niue,Not applicable,Answer/report not provided,Not applicable
Norway,Not applicable,Not applicable,Not applicable
Oman,Not applicable,Not applicable,Not applicable
Pakistan,No,No,Answer/report not provided
Palau,Not applicable,Not applicable,Not applicable
Panama,Not applicable,Not applicable,Not applicable
Papua New Guinea,Not applicable,Answer/report not provided,Answer/report not provided
Paraguay,No,No,Answer/report not provided
Peru,No,No,Answer/report not provided
Philippines,Yes,No,Answer/report not provided
Poland,No,No,Answer/report not provided
Portugal,No,No,No
Qatar,Not applicable,Not applicable,Not applicable
Republic of Korea,No,No,No
Republic of Moldova,No,No,Answer/report not provided
Romania,No,Answer/report not provided,Answer/report not provided
Russian Federation,Not applicable,No,Answer/report not provided
Rwanda,Answer/report not provided,Not applicable,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Not applicable,Answer/report not provided
Saint Lucia,Answer/report not provided,Not applicable,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Not applicable,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Not applicable,Not applicable,Not applicable
Sao Tome and Principe,No,No,Answer/report not provided
Saudi Arabia,Not applicable,Not applicable,Answer/report not provided
Senegal,Not applicable,Not applicable,Answer/report not provided
Serbia,No,No,No
Seychelles,Not applicable,Not applicable,Not applicable
Sierra Leone,No,No,Answer/report not provided
Singapore,Not applicable,Not applicable,Not applicable
Slovakia,Not applicable,Not applicable,Not applicable
Slovenia,Not applicable,Not applicable,Not applicable
Solomon Islands,No,No,No
South Africa,No,No,No
Spain,Answer/report not provided,No,No
Sri Lanka,Answer/report not provided,No,Answer/report not provided
Sudan,Answer/report not provided,Not applicable,Answer/report not provided
Suriname,Not applicable,Not applicable,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,No,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,No
Tajikistan,Not applicable,Answer/report not provided,Answer/report not provided
Thailand,No,No,No
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Not applicable,Not applicable,Not applicable
Tonga,Not applicable,Not applicable,Not applicable
Trinidad and Tobago,No,No,No
Tunisia,Yes,Yes,Answer/report not provided
Turkey,No,No,Yes
Turkmenistan,Not applicable,Answer/report not provided,Answer/report not provided
Tuvalu,Not applicable,Not applicable,Answer/report not provided
Uganda,No,No,Answer/report not provided
Ukraine,No,Not applicable,Not applicable
United Arab Emirates,Not applicable,Not applicable,Answer/report not provided
United Kingdom,Not applicable,Not applicable,Not applicable
United Republic of Tanzania,No,Not applicable,Answer/report not provided
Uruguay,No,No,No
Uzbekistan,No,Answer/report not provided,Answer/report not provided
Vanuatu,Not applicable,No,Answer/report not provided
Venezuela,Answer/report not provided,No,Answer/report not provided
Viet Nam,No,No,No
Yemen,No,No,Answer/report not provided
