Party,2014,2012,2010
Czech Republic,Yes,Answer/report not provided,Answer/report not provided
Democratic People's Republic of Korea,Yes,Yes,Answer/report not provided
Democratic Republic of the Congo,Answer/report not provided,Answer/report not provided,Answer/report not provided
Denmark,Answer/report not provided,Yes,Answer/report not provided
Djibouti,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ecuador,Yes,No,Answer/report not provided
Egypt,No,Answer/report not provided,No
El Salvador,No,Answer/report not provided,Answer/report not provided
Estonia,Answer/report not provided,Answer/report not provided,Answer/report not provided
European Union,Answer/report not provided,Answer/report not provided,Answer/report not provided
Fiji,Answer/report not provided,No,Answer/report not provided
Finland,Yes,Yes,Yes
France,Yes,Yes,No
Gabon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Gambia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Georgia,No,Answer/report not provided,Answer/report not provided
Germany,Answer/report not provided,Answer/report not provided,Answer/report not provided
Ghana,Yes,Yes,No
Greece,Yes,Yes,Answer/report not provided
Grenada,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guatemala,Answer/report not provided,Answer/report not provided,Answer/report not provided
Guyana,Answer/report not provided,Answer/report not provided,No
Honduras,Yes,Yes,Yes
Hungary,Yes,Yes,Yes
Iceland,Answer/report not provided,Answer/report not provided,Answer/report not provided
India,Yes,Yes,Yes
Iran (Islamic Republic of),Yes,Yes,Answer/report not provided
Iraq,No,Answer/report not provided,Answer/report not provided
Ireland,Yes,Answer/report not provided,Answer/report not provided
Israel,Answer/report not provided,Answer/report not provided,Answer/report not provided
Italy,No,Answer/report not provided,Answer/report not provided
Jamaica,No,Answer/report not provided,Answer/report not provided
Japan,No,No,Answer/report not provided
Jordan,No,No,No
Kazakhstan,Yes,Yes,Answer/report not provided
Kenya,Answer/report not provided,Answer/report not provided,Yes
Kiribati,Answer/report not provided,Answer/report not provided,Answer/report not provided
Kuwait,No,No,No
Kyrgyzstan,Yes,Yes,Answer/report not provided
Lao People's Democratic Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Latvia,Yes,Yes,Yes
Lebanon,Answer/report not provided,Answer/report not provided,Answer/report not provided
Lesotho,Yes,Answer/report not provided,Yes
Libyan Arab Jamahiriya,Answer/report not provided,No,Answer/report not provided
Lithuania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Luxembourg,Yes,Yes,Yes
Madagascar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malaysia,Yes,Yes,No
Maldives,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mali,Answer/report not provided,Answer/report not provided,Answer/report not provided
Malta,Answer/report not provided,Answer/report not provided,No
Marshall Islands,Answer/report not provided,No,No
Mauritania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Mauritius,No,No,Answer/report not provided
Mexico,Yes,Yes,Yes
Micronesia (Federated States of),Yes,Answer/report not provided,Answer/report not provided
Mongolia,No,Answer/report not provided,Answer/report not provided
Montenegro,No,No,No
Myanmar,No,Answer/report not provided,Answer/report not provided
Namibia,Answer/report not provided,Yes,Yes
Nauru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nepal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Netherlands,Answer/report not provided,Yes,Yes
New Zealand,Yes,Yes,Yes
Niger,Answer/report not provided,Answer/report not provided,Answer/report not provided
Nigeria,Yes,Answer/report not provided,Answer/report not provided
Niue,Answer/report not provided,Answer/report not provided,Answer/report not provided
Norway,Yes,No,Answer/report not provided
Oman,Answer/report not provided,No,No
Pakistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Palau,No,No,No
Panama,Yes,No,Answer/report not provided
Papua New Guinea,No,Answer/report not provided,Answer/report not provided
Paraguay,Yes,Yes,Answer/report not provided
Peru,Answer/report not provided,Answer/report not provided,Answer/report not provided
Philippines,Answer/report not provided,Yes,Answer/report not provided
Poland,Yes,Yes,Answer/report not provided
Portugal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Qatar,Yes,Answer/report not provided,No
Republic of Korea,Yes,Yes,No
Republic of Moldova,Yes,Answer/report not provided,Answer/report not provided
Romania,Yes,Answer/report not provided,Answer/report not provided
Russian Federation,Yes,Yes,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,No,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Yes,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,Yes,Yes,Yes
Seychelles,Yes,Yes,Answer/report not provided
Sierra Leone,No,Answer/report not provided,Answer/report not provided
Singapore,Yes,Yes,Yes
Slovakia,Yes,Yes,Yes
Slovenia,No,No,No
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,Yes,Yes,Yes
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,No,Answer/report not provided
Suriname,No,No,Answer/report not provided
Swaziland,Answer/report not provided,No,Answer/report not provided
Sweden,Yes,No,No
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,Yes,Yes,Yes
The former Yugoslav Republic of Macedonia,No,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,No,Answer/report not provided,No
Tonga,Yes,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,No,Answer/report not provided,Answer/report not provided
Tunisia,Yes,Yes,Answer/report not provided
Turkey,No,Yes,Yes
Turkmenistan,Yes,Answer/report not provided,Answer/report not provided
Tuvalu,No,Answer/report not provided,Answer/report not provided
Uganda,Answer/report not provided,Yes,Answer/report not provided
Ukraine,No,Answer/report not provided,Answer/report not provided
United Arab Emirates,Yes,Answer/report not provided,Answer/report not provided
United Kingdom,Yes,Yes,Yes
United Republic of Tanzania,Yes,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Yes,Yes
Uzbekistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Vanuatu,No,Answer/report not provided,Answer/report not provided
Venezuela,Yes,Yes,Answer/report not provided
Viet Nam,Answer/report not provided,Answer/report not provided,Answer/report not provided
Yemen,Answer/report not provided,Answer/report not provided,Answer/report not provided
