Party,2014,2012,2010
Philippines,Answer/report not provided,"Total production/acceptances for 2010 of 73.767M kilos has a tremendous 25.94% increase compared to year 2009 volume of 58.572 M kilos. Of the increase in volume burley tobacco obtained the remarkable rate of 41.95% increase followed by the Virginia type with an increase of 24.02% and the native/dark type with 10.78% increase. As of Crop Year 2009-2010 the following table shows the data of trading of leaf tobacco broken down by type as follows: 
Tobacco Type	Volume (Kgs) 	Value (PhP)
 Virginia	  42 446 398.50	 2 909 934 385.58
 Burley	  19 817 160.80	 1 329 350 558.81
 Native	  11 503 775.28	 607 113 040.42
 Total	  73 767 334.58	 4 846 397 984.81 (source: NTAs Regulation Department as of Dec. 2010; NTA website)",Answer/report not provided
Poland,0,Answer/report not provided,Answer/report not provided
Portugal,0,1871 tonnes*0.90Eur/t,1871 tonnes*0.90Eur/t
Qatar,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Korea,Answer/report not provided,Answer/report not provided,Answer/report not provided
Republic of Moldova,Answer/report not provided,Answer/report not provided,Answer/report not provided
Romania,The cultivated surface is very small (952 ha only) and the quantity of leaf tobacco produced is insignificant (1,Answer/report not provided,Answer/report not provided
Russian Federation,Answer/report not provided,Answer/report not provided,Answer/report not provided
Rwanda,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Kitts and Nevis,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Lucia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saint Vincent and the Grenadines,Answer/report not provided,Answer/report not provided,Answer/report not provided
Samoa,Answer/report not provided,Answer/report not provided,Answer/report not provided
San Marino,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sao Tome and Principe,Answer/report not provided,Answer/report not provided,Answer/report not provided
Saudi Arabia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Senegal,Answer/report not provided,Answer/report not provided,Answer/report not provided
Serbia,The share of the value of tobacco leaf production in the national gross domestic product was 0,The share of the value of tobacco leaf production in the national gross domestic product was 0.047% in 2009 based on the data published by Statistical Office of the Republic of Serbia. Data for 2010 are not yet available.,The share of the value of tobacco leaf production in the national gross domestic product was 0.047% in 2009 based on the data published by Statistical Office of the Republic of Serbia. Data for 2010 are not yet available.
Seychelles,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sierra Leone,Answer/report not provided,Answer/report not provided,Answer/report not provided
Singapore,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovakia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Slovenia,Answer/report not provided,Answer/report not provided,Answer/report not provided
Solomon Islands,Answer/report not provided,Answer/report not provided,Answer/report not provided
South Africa,Answer/report not provided,Answer/report not provided,Answer/report not provided
Spain,"El aporte del valor de la producción de tabaco en rama al Producto Interior Bruto (PIB). es irrelevante. Según cálculos basados en datos. de 2012. del MAGRAMA. de EUROSTAT y del Instituto Nacional estadístico (INE). podemos estimar que:
El cultivo del tabaco en España. aporta alrededor del 0.006% al PIB.","El aporte del valor de la producción de tabaco en rama al Producto Interior Bruto (PIB) es irrelevante. Según cálculos basados en datos de 2010 del Ministerio de Agricultura Alimentación y Medio Ambiente (MAGRAMA) y del Instituto Nacional Estadístico (INE) podemos estimar que:
El cultivo del tabaco en España aporta menos del 0.004% al PIB.",Answer/report not provided
Sri Lanka,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sudan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Suriname,Answer/report not provided,Answer/report not provided,Answer/report not provided
Swaziland,Answer/report not provided,Answer/report not provided,Answer/report not provided
Sweden,Answer/report not provided,Answer/report not provided,Answer/report not provided
Syrian Arab Republic,Answer/report not provided,Answer/report not provided,Unavailable
Tajikistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Thailand,The approximately value of tobacco leaf production in terms of national GDP is 0.03%,According to the report of Excise Department in 2011 tobacco leaf production which includes dried leaves of burley virginia and turkish in 2006 2007 2008 2009 2010 and 2011 is 83.98 73.8 58.6 51.9 62.5 and 68.5 million kilograms respectively. According to Notification of the excise department on May 20 2011 the lowest tobacco leaf price is 40.49 baht per kilogram for burley 55.94 baht per kilogram for turkish and 66.15 baht per kilogram for virginia. In 2011 the national GDP is 10 540.4 million baht. The approximately value of tobacco leaf production in terms of national GDP is 0.03%,According to the report of TTM in 2010 tobacco leaf production which includes dried leaves of burley virginia and turkish in 2006 2007 2008 and 2009 is 27.59 million kgs 22.78 22.67 and are 23.70 respectively. According to Notification of the excise department on October 16 2006 the lowest tobacco leaf price is 21.90 baht per kilogram for verginia 20.60 baht per kilogram for burley and 19.90 baht per kilogram for turkish. Moreover the national GDP in 2006 2007 2008 and 2009 is 7.85 million baht 8.53 million baht 9.07 million baht and 9.05 million baht respectively. So the approximately value of tobacco leaf production in each year in terms of national GDP is 0.007% 0.006% 0.005% and 0.006%.
The former Yugoslav Republic of Macedonia,Table 3,Answer/report not provided,Answer/report not provided
Timor-Leste,Answer/report not provided,Answer/report not provided,Answer/report not provided
Togo,Answer/report not provided,non disponible,2000Tonnes
Tonga,Answer/report not provided,Answer/report not provided,Answer/report not provided
Trinidad and Tobago,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tunisia,10%,10%,Answer/report not provided
Turkey,0 09%,0.3%,451 259 433 TL (Total value of Leaf Production)/950.144.000.000TL (GNDP) share: 0 0004749
Turkmenistan,Answer/report not provided,Answer/report not provided,Answer/report not provided
Tuvalu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uganda,0,Answer/report not provided,Answer/report not provided
Ukraine,0,0.000,0.000
United Arab Emirates,Please provide. if available. the share of the value of tobacco leaf production in the national gross domestic product.   The total area cultivated with tobacco is 170.5 dunams including 21 plantations. Subsequently. the number of workers in tobacco growing is …,Very very small percentage,Answer/report not provided
United Kingdom,Answer/report not provided,Answer/report not provided,Answer/report not provided
United Republic of Tanzania,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uruguay,Answer/report not provided,Answer/report not provided,Answer/report not provided
Uzbekistan,0.017%,Answer/report not provided,Answer/report not provided
Vanuatu,Answer/report not provided,Answer/report not provided,Answer/report not provided
Venezuela,Answer/report not provided,Answer/report not provided,Answer/report not provided
Viet Nam,Answer/report not provided,NA,NA
Yemen,0,"(0.00433)
Rate of production 22.577/5.219.913 = 0.00433
Ratio of the area 10.169/1.306.776 = 0.00778",Answer/report not provided
